ID Caso,Fecha de Audiencia,Tipo de Audiencia,Lugar
1464,2024-03-10,Juicio,Ourense
1465,2026-03-31,Preliminar,Sevilla
1466,2025-08-06,Preliminar,Sevilla
1467,2023-03-03,Juicio,Granada
1468,2023-08-21,Juicio,Asturias
1469,2023-11-05,Intermedia,Ávila
1470,2026-04-11,Preliminar,Teruel
1471,2024-11-29,Intermedia,Valladolid
1472,2021-12-17,Intermedia,Málaga
1473,2024-05-17,Intermedia,Guadalajara
1474,2022-07-04,Intermedia,Burgos
1475,2026-03-17,Preliminar,Asturias
1476,2022-08-21,Intermedia,Segovia
1477,2022-11-29,Intermedia,Guipúzcoa
1478,2026-02-23,Preliminar,Baleares
1479,2026-02-19,Preliminar,Ciudad
1480,2026-03-24,Preliminar,Badajoz
1481,2026-02-18,Preliminar,Guadalajara
1482,2025-08-03,Preliminar,Alicante
1483,2021-12-24,Intermedia,Melilla
1484,2024-08-04,Intermedia,La Coruña
1485,2026-04-11,Preliminar,Navarra
1486,2022-10-04,Juicio,Girona
1487,2025-04-07,Juicio,Murcia
1488,2023-01-17,Juicio,Castellón
1489,2020-11-23,Juicio,Asturias
1490,2025-11-05,Preliminar,Valencia
1491,2023-11-04,Juicio,Asturias
1492,2025-10-01,Preliminar,Valencia
1493,2023-04-09,Intermedia,Melilla
1494,2023-04-26,Intermedia,Murcia
1495,2024-11-17,Intermedia,Córdoba
1496,2024-03-25,Juicio,Tarragona
1497,2025-04-28,Intermedia,Lleida
1498,2024-06-28,Intermedia,Santa Cruz de Tenerife
1499,2025-10-07,Preliminar,Pontevedra
1500,2026-04-04,Preliminar,Cuenca
1501,2023-03-03,Juicio,Las Palmas
1502,2025-05-28,Preliminar,Salamanca
1503,2026-02-22,Preliminar,Navarra
1504,2024-05-01,Intermedia,Teruel
1505,2025-10-27,Preliminar,Navarra
1506,2025-07-21,Preliminar,Huesca
1507,2022-10-03,Juicio,Zaragoza
1508,2025-06-29,Preliminar,Huelva
1509,2026-03-24,Preliminar,Ávila
1510,2025-06-30,Preliminar,Madrid
1511,2023-12-08,Juicio,Teruel
1512,2026-01-08,Preliminar,Almería
1513,2025-06-20,Preliminar,La Coruña
1514,2022-06-23,Juicio,Cantabria
1515,2024-10-13,Juicio,Baleares
1516,2026-01-06,Preliminar,Málaga
1517,2023-04-09,Juicio,Las Palmas
1518,2026-03-03,Preliminar,Cantabria
1519,2024-01-02,Intermedia,Ceuta
1520,2026-04-12,Preliminar,Segovia
1521,2023-03-03,Intermedia,Cáceres
1522,2023-09-22,Intermedia,Las Palmas
1523,2024-09-09,Intermedia,León
1524,2022-11-13,Juicio,Ciudad
1525,2025-08-02,Preliminar,Guipúzcoa
1526,2026-02-14,Preliminar,Lleida
1527,2026-04-11,Preliminar,Cádiz
1528,2025-10-01,Preliminar,Córdoba
1529,2025-07-09,Preliminar,Soria
1530,2023-04-22,Juicio,Zaragoza
1531,2026-02-09,Preliminar,Cádiz
1532,2024-12-16,Intermedia,Valencia
1533,2025-06-23,Preliminar,Zamora
1534,2023-11-16,Juicio,Badajoz
1535,2021-03-07,Juicio,Almería
1536,2024-10-16,Juicio,Málaga
1537,2023-08-06,Intermedia,Almería
1538,2022-06-19,Intermedia,Palencia
1539,2025-12-15,Preliminar,Salamanca
1540,2025-06-20,Preliminar,Palencia
1541,2025-02-05,Intermedia,Alicante
1542,2022-03-28,Intermedia,Álava
1543,2025-03-23,Intermedia,Melilla
1544,2023-01-18,Juicio,Zaragoza
1545,2022-11-21,Juicio,Córdoba
1546,2024-09-15,Intermedia,Lugo
1547,2021-12-29,Juicio,León
1548,2025-10-06,Preliminar,Badajoz
1549,2024-12-06,Intermedia,Guipúzcoa
1550,2024-02-17,Intermedia,Lleida
1551,2024-10-23,Intermedia,Córdoba
1552,2023-12-05,Juicio,Badajoz
1553,2025-02-06,Juicio,Álava
1554,2022-10-02,Juicio,Granada
1555,2025-07-18,Preliminar,Girona
1556,2023-09-11,Intermedia,Valencia
1557,2022-12-25,Intermedia,La Coruña
1558,2023-07-15,Intermedia,Ourense
1559,2022-09-04,Intermedia,Sevilla
1560,2025-12-21,Preliminar,Huelva
1561,2023-07-08,Juicio,Burgos
1562,2024-04-06,Juicio,Almería
1563,2023-07-22,Juicio,Cáceres
1564,2023-11-28,Juicio,Álava
1565,2023-03-19,Juicio,León
1566,2024-02-09,Juicio,Valencia
1567,2024-04-28,Juicio,Jaén
1568,2026-01-10,Preliminar,Cantabria
1569,2021-10-08,Juicio,Segovia
1570,2025-06-21,Preliminar,Zaragoza
1571,2024-11-05,Juicio,Sevilla
1572,2022-08-15,Intermedia,La Coruña
1573,2023-08-04,Intermedia,Las Palmas
1574,2025-07-13,Preliminar,Cuenca
1575,2021-08-06,Intermedia,La Rioja
1576,2024-12-07,Intermedia,Cuenca
1577,2026-03-05,Preliminar,Málaga
1578,2022-08-25,Intermedia,Guadalajara
1579,2024-05-01,Intermedia,Zaragoza
1580,2024-08-01,Intermedia,Tarragona
1581,2024-05-31,Juicio,Badajoz
1582,2022-11-10,Juicio,Navarra
1583,2025-12-01,Preliminar,Almería
1584,2023-02-25,Intermedia,Jaén
1585,2023-03-09,Intermedia,Ourense
1586,2021-11-10,Juicio,La Rioja
1587,2024-09-24,Intermedia,Ourense
1588,2023-05-16,Intermedia,La Coruña
1589,2024-12-06,Intermedia,Jaén
1590,2024-12-20,Intermedia,La Rioja
1591,2024-10-15,Intermedia,Ciudad
1592,2024-09-02,Juicio,Sevilla
1593,2023-04-23,Juicio,Ávila
1594,2024-05-07,Intermedia,Huesca
1595,2021-08-26,Intermedia,Cuenca
1596,2024-04-03,Intermedia,Córdoba
1597,2023-03-03,Intermedia,Cáceres
1598,2021-04-19,Juicio,Badajoz
1599,2021-04-07,Juicio,Palencia
1600,2026-03-11,Preliminar,Cádiz
1601,2022-11-23,Juicio,Murcia
1602,2025-06-12,Preliminar,Zaragoza
1603,2023-12-02,Intermedia,Asturias
1604,2022-04-26,Intermedia,León
1605,2023-05-22,Juicio,Palencia
1606,2023-08-22,Juicio,Segovia
1607,2025-07-13,Preliminar,Valladolid
1608,2024-08-19,Intermedia,Almería
1609,2024-08-03,Juicio,Málaga
1610,2025-08-29,Preliminar,Granada
1611,2023-11-03,Juicio,Girona
1612,2025-06-30,Preliminar,Lugo
1613,2025-03-30,Intermedia,Lleida
1614,2025-02-18,Juicio,Alicante
1615,2026-01-27,Preliminar,Toledo
1616,2025-01-13,Intermedia,Alicante
1617,2024-03-31,Juicio,La Rioja
1618,2024-03-02,Juicio,Murcia
1619,2022-12-09,Intermedia,Vizcaya
1620,2026-04-19,Preliminar,Valencia
1621,2025-02-03,Intermedia,Albacete
1622,2021-10-08,Juicio,Pontevedra
1623,2023-11-21,Intermedia,Ávila
1624,2025-03-18,Juicio,Pontevedra
1625,2024-01-26,Juicio,Álava
1626,2024-12-17,Intermedia,Segovia
1627,2023-11-17,Intermedia,Lugo
1628,2026-03-21,Preliminar,Ceuta
1629,2024-08-13,Intermedia,Valencia
1630,2025-09-10,Preliminar,Huelva
1631,2022-11-05,Intermedia,Alicante
1632,2025-06-29,Preliminar,Guipúzcoa
1633,2024-11-15,Intermedia,Jaén
1634,2023-10-30,Juicio,Zamora
1635,2025-11-19,Preliminar,Alicante
1636,2021-04-07,Juicio,Barcelona
1637,2025-12-10,Preliminar,Asturias
1638,2022-04-13,Intermedia,Almería
1639,2024-02-18,Intermedia,Ávila
1640,2024-06-25,Juicio,Teruel
1641,2024-05-22,Intermedia,Palencia
1642,2026-04-26,Preliminar,Pontevedra
1643,2023-11-05,Juicio,Toledo
1644,2026-01-18,Preliminar,Girona
1645,2024-09-07,Intermedia,Huelva
1646,2021-09-30,Juicio,Cáceres
1647,2023-04-04,Juicio,Huesca
1648,2021-04-22,Intermedia,Salamanca
1649,2022-05-16,Juicio,Jaén
1650,2025-06-02,Preliminar,Zaragoza
1651,2021-06-05,Juicio,Cádiz
1652,2025-05-28,Preliminar,Ciudad
1653,2024-07-20,Intermedia,Alicante
1654,2025-02-19,Intermedia,Murcia
1655,2025-01-20,Intermedia,Santa Cruz de Tenerife
1656,2023-08-29,Intermedia,Albacete
1657,2024-11-18,Intermedia,Palencia
1658,2025-06-26,Preliminar,Zamora
1659,2024-09-28,Intermedia,Salamanca
1660,2025-11-15,Preliminar,Vizcaya
1661,2026-04-25,Preliminar,Alicante
1662,2025-07-28,Preliminar,Huelva
1663,2021-10-04,Juicio,Álava
1664,2026-05-14,Preliminar,Ciudad
1665,2025-06-13,Preliminar,Ávila
1666,2025-12-06,Preliminar,Baleares
1667,2022-03-28,Intermedia,Almería
1668,2024-07-21,Intermedia,Granada
1669,2022-11-16,Intermedia,Melilla
1670,2024-11-14,Juicio,Baleares
1671,2022-04-30,Juicio,Granada
1672,2024-04-15,Intermedia,Albacete
1673,2022-06-19,Intermedia,Palencia
1674,2025-01-27,Intermedia,Teruel
1675,2025-08-15,Preliminar,Barcelona
1676,2023-08-09,Juicio,Madrid
1677,2024-10-07,Juicio,Almería
1678,2026-01-17,Preliminar,Asturias
1679,2026-04-10,Preliminar,Cuenca
1680,2023-04-12,Intermedia,Granada
1681,2023-12-23,Juicio,Ceuta
1682,2025-09-20,Preliminar,Jaén
1683,2023-04-20,Juicio,Segovia
1684,2021-12-10,Juicio,Cáceres
1685,2025-04-22,Intermedia,Girona
1686,2024-08-03,Juicio,Navarra
1687,2025-06-03,Preliminar,Soria
1688,2025-12-12,Preliminar,La Rioja
1689,2024-07-26,Juicio,Ceuta
1690,2023-11-08,Intermedia,Zaragoza
1691,2022-08-09,Juicio,Lleida
1692,2023-07-01,Intermedia,Córdoba
1693,2026-04-05,Preliminar,Barcelona
1694,2022-07-27,Intermedia,Barcelona
1695,2025-12-16,Preliminar,Tarragona
1696,2024-08-25,Intermedia,Castellón
1697,2024-05-16,Juicio,Ceuta
1698,2025-09-28,Preliminar,Cuenca
1699,2023-08-10,Intermedia,Navarra
1700,2025-12-31,Preliminar,Ávila
1701,2026-03-21,Preliminar,Huesca
1702,2023-06-29,Intermedia,Ceuta
1703,2023-09-27,Juicio,Córdoba
1704,2021-01-06,Juicio,Ciudad
1705,2025-01-10,Intermedia,Cuenca
1706,2025-10-22,Preliminar,Soria
1707,2023-09-25,Intermedia,Lugo
1708,2024-08-27,Intermedia,Badajoz
1709,2026-01-30,Preliminar,Guadalajara
1710,2026-01-19,Preliminar,Huesca
1711,2026-05-04,Preliminar,Navarra
1712,2025-12-15,Preliminar,Valladolid
1713,2022-06-01,Intermedia,La Coruña
1714,2026-02-04,Preliminar,Ourense
1715,2025-02-26,Juicio,Ceuta
1716,2023-01-15,Juicio,Soria
1717,2025-02-17,Intermedia,Ourense
1718,2023-05-04,Intermedia,Soria
1719,2023-10-11,Intermedia,Las Palmas
1720,2026-02-18,Preliminar,Palencia
1721,2024-04-26,Intermedia,Lugo
1722,2024-06-23,Intermedia,Cádiz
1723,2025-11-10,Preliminar,Melilla
1724,2023-04-02,Juicio,Guipúzcoa
1725,2025-11-19,Preliminar,Huesca
1726,2025-05-09,Intermedia,Guadalajara
1727,2023-02-24,Juicio,Las Palmas
1728,2024-07-06,Intermedia,Teruel
1729,2025-02-24,Intermedia,Guadalajara
1730,2022-08-06,Juicio,Huesca
1731,2022-09-01,Juicio,Cáceres
1732,2026-02-12,Preliminar,Cáceres
1733,2021-12-30,Juicio,Tarragona
1734,2025-04-16,Intermedia,Las Palmas
1735,2021-05-25,Juicio,Melilla
1736,2023-02-15,Intermedia,Ciudad
1737,2024-12-29,Intermedia,Castellón
1738,2023-11-24,Intermedia,Toledo
1739,2025-10-19,Preliminar,Huesca
1740,2021-09-26,Intermedia,Guadalajara
1741,2024-05-31,Juicio,Córdoba
1742,2022-08-06,Juicio,Pontevedra
1743,2025-12-14,Preliminar,Granada
1744,2024-05-15,Juicio,Baleares
1745,2025-06-21,Preliminar,Cuenca
1746,2023-05-16,Intermedia,Vizcaya
1747,2024-01-14,Intermedia,Melilla
1748,2023-09-26,Juicio,Córdoba
1749,2023-05-27,Intermedia,Ciudad
1750,2023-01-09,Juicio,Lleida
1751,2020-07-13,Juicio,La Coruña
1752,2025-01-18,Intermedia,Girona
1753,2026-02-19,Preliminar,Ceuta
1754,2023-06-29,Intermedia,Asturias
1755,2024-07-14,Intermedia,León
1756,2021-08-19,Juicio,La Rioja
1757,2023-05-14,Intermedia,Ciudad
1758,2023-09-12,Juicio,Melilla
1759,2026-03-24,Preliminar,Navarra
1760,2024-09-03,Intermedia,Almería
1761,2024-06-05,Intermedia,Málaga
1762,2025-11-27,Preliminar,Álava
1763,2024-07-24,Intermedia,Burgos
1764,2025-10-20,Preliminar,Ávila
1765,2023-09-18,Juicio,Segovia
1766,2023-07-01,Juicio,Ávila
1767,2023-12-02,Juicio,Palencia
1768,2023-01-17,Intermedia,Cuenca
1769,2023-04-06,Intermedia,Ourense
1770,2024-05-29,Intermedia,Murcia
1771,2025-09-20,Preliminar,Ceuta
1772,2023-04-03,Intermedia,Sevilla
1773,2023-03-12,Juicio,Las Palmas
1774,2023-08-20,Juicio,Toledo
1775,2022-11-11,Juicio,Las Palmas
1776,2023-05-03,Juicio,Soria
1777,2026-03-24,Preliminar,Ávila
1778,2022-06-15,Juicio,Lleida
1779,2021-10-19,Intermedia,Zaragoza
1780,2025-12-06,Preliminar,Lugo
1781,2021-06-03,Juicio,Badajoz
1782,2023-08-01,Intermedia,Melilla
1783,2026-02-09,Preliminar,Navarra
1784,2023-05-02,Juicio,Cuenca
1785,2026-03-15,Preliminar,Madrid
1786,2026-04-23,Preliminar,Palencia
1787,2025-10-28,Preliminar,Salamanca
1788,2026-03-28,Preliminar,Jaén
1789,2025-06-06,Preliminar,Guadalajara
1790,2024-02-26,Juicio,Melilla
1791,2026-01-31,Preliminar,Almería
1792,2026-03-09,Preliminar,Sevilla
1793,2023-02-28,Juicio,Salamanca
1794,2024-04-10,Juicio,Almería
1795,2023-05-21,Intermedia,Guadalajara
1796,2021-11-09,Intermedia,Vizcaya
1797,2025-08-30,Preliminar,Valladolid
1798,2026-02-09,Preliminar,Ourense
1799,2023-12-04,Intermedia,Toledo
1800,2025-06-25,Preliminar,Málaga
1801,2024-06-28,Juicio,Ourense
1802,2023-12-01,Juicio,Ourense
1803,2025-10-17,Preliminar,Málaga
1804,2023-09-09,Juicio,Valencia
1805,2021-11-16,Juicio,Alicante
1806,2025-12-05,Preliminar,Guipúzcoa
1807,2021-06-26,Intermedia,Pontevedra
1808,2024-12-16,Juicio,Álava
1809,2025-03-09,Intermedia,León
1810,2024-03-10,Juicio,Guipúzcoa
1811,2023-03-07,Intermedia,Melilla
1812,2023-11-26,Juicio,Lugo
1813,2022-10-03,Juicio,Cantabria
1814,2024-10-22,Intermedia,Girona
1815,2024-03-02,Juicio,Albacete
1816,2024-12-15,Intermedia,Ávila
1817,2023-02-14,Intermedia,Cuenca
1818,2025-05-04,Intermedia,Melilla
1819,2025-11-28,Preliminar,Ourense
1820,2023-04-29,Juicio,Lleida
1821,2025-10-02,Preliminar,Málaga
1822,2026-01-02,Preliminar,Almería
1823,2025-04-30,Intermedia,Zaragoza
1824,2024-04-27,Juicio,Alicante
1825,2023-11-04,Juicio,Ávila
1826,2025-12-27,Preliminar,Ciudad
1827,2024-05-13,Juicio,Granada
1828,2021-07-14,Intermedia,Lugo
1829,2022-01-12,Juicio,Zaragoza
1830,2022-06-01,Intermedia,Cáceres
1831,2023-04-29,Intermedia,Málaga
1832,2025-11-19,Preliminar,Navarra
1833,2024-06-18,Juicio,Cuenca
1834,2024-02-06,Juicio,Huesca
1835,2026-03-28,Preliminar,Valladolid
1836,2026-03-08,Preliminar,Málaga
1837,2023-12-31,Juicio,Segovia
1838,2022-02-26,Intermedia,Cádiz
1839,2022-10-30,Juicio,Valladolid
1840,2025-07-03,Preliminar,Almería
1841,2023-10-01,Juicio,Pontevedra
1842,2023-05-01,Intermedia,Valladolid
1843,2026-05-18,Preliminar,Madrid
1844,2021-07-18,Intermedia,Tarragona
1845,2025-11-09,Preliminar,Cádiz
1846,2023-01-20,Intermedia,La Coruña
1847,2023-05-11,Juicio,Lugo
1848,2026-05-10,Preliminar,Asturias
1849,2025-11-17,Preliminar,Asturias
1850,2026-04-27,Preliminar,Navarra
1851,2021-09-03,Intermedia,Jaén
1852,2025-09-30,Preliminar,Vizcaya
1853,2024-07-29,Intermedia,Girona
1854,2022-09-01,Juicio,Cáceres
1855,2023-09-23,Intermedia,Granada
1856,2025-04-30,Juicio,Álava
1857,2022-10-13,Intermedia,Asturias
1858,2022-03-30,Juicio,Navarra
1859,2024-02-26,Juicio,Barcelona
1860,2026-03-02,Preliminar,Baleares
1861,2024-05-29,Intermedia,Madrid
1862,2025-06-10,Preliminar,Guadalajara
1863,2022-09-06,Juicio,Guadalajara
1864,2022-06-22,Intermedia,Madrid
1865,2023-05-09,Juicio,Castellón
1866,2024-03-09,Intermedia,Cádiz
1867,2025-11-18,Preliminar,Valencia
1868,2026-02-14,Preliminar,Palencia
1869,2022-08-14,Juicio,Las Palmas
1870,2022-02-28,Intermedia,Asturias
1871,2022-02-14,Intermedia,Jaén
1872,2021-04-23,Juicio,Cantabria
1873,2024-06-06,Intermedia,Murcia
1874,2021-10-30,Juicio,Albacete
1875,2024-05-02,Intermedia,León
1876,2022-12-13,Juicio,Almería
1877,2022-06-09,Intermedia,Álava
1878,2025-12-25,Preliminar,Cádiz
1879,2023-12-17,Juicio,Guipúzcoa
1880,2024-03-23,Intermedia,Zamora
1881,2023-03-14,Intermedia,Vizcaya
1882,2024-10-11,Juicio,Granada
1883,2025-02-15,Intermedia,Málaga
1884,2025-04-26,Intermedia,La Coruña
1885,2024-06-30,Juicio,Alicante
1886,2022-06-23,Intermedia,Alicante
1887,2024-05-04,Intermedia,Guipúzcoa
1888,2022-10-22,Intermedia,Pontevedra
1889,2025-02-03,Intermedia,Granada
1890,2023-04-13,Intermedia,Navarra
1891,2026-03-11,Preliminar,Ciudad
1892,2025-12-22,Preliminar,Zamora
1893,2024-12-20,Intermedia,Córdoba
1894,2021-12-13,Juicio,Lleida
1895,2024-11-07,Intermedia,Valencia
1896,2024-12-09,Intermedia,La Coruña
1897,2024-02-18,Intermedia,Ávila
1898,2024-11-04,Juicio,Girona
1899,2021-12-14,Juicio,Soria
1900,2024-05-22,Juicio,Albacete
1901,2021-07-23,Juicio,Almería
1902,2025-05-30,Preliminar,Huelva
1903,2026-03-13,Preliminar,Sevilla
1904,2026-02-28,Preliminar,Tarragona
1905,2025-06-07,Preliminar,Guadalajara
1906,2024-05-16,Juicio,Lleida
1907,2024-10-01,Intermedia,Asturias
1908,2026-03-19,Preliminar,Guadalajara
1909,2026-02-12,Preliminar,Castellón
1910,2023-07-06,Intermedia,Barcelona
1911,2025-07-02,Preliminar,Baleares
1912,2025-09-21,Preliminar,Ávila
1913,2022-12-28,Juicio,Soria
1914,2025-11-22,Preliminar,Palencia
1915,2024-02-22,Intermedia,Pontevedra
1916,2025-08-09,Preliminar,Navarra
1917,2023-11-07,Juicio,Castellón
1918,2021-12-08,Juicio,Madrid
1919,2024-02-17,Intermedia,Cáceres
1920,2026-04-06,Preliminar,Huelva
1921,2024-09-21,Intermedia,Ceuta
1922,2024-06-18,Intermedia,Soria
1923,2024-08-01,Intermedia,Ciudad
1924,2025-11-30,Preliminar,Sevilla
1925,2023-10-19,Juicio,Madrid
1926,2023-10-23,Intermedia,Teruel
1927,2025-10-31,Preliminar,La Coruña
1928,2024-01-13,Intermedia,Valladolid
1929,2022-05-09,Intermedia,Lugo
1930,2023-10-23,Juicio,Huesca
1931,2022-03-16,Juicio,Sevilla
1932,2024-05-25,Juicio,Badajoz
1933,2024-08-16,Intermedia,Pontevedra
1934,2025-06-07,Preliminar,Palencia
1935,2022-07-13,Juicio,Huelva
1936,2024-11-07,Juicio,Badajoz
1937,2022-07-18,Juicio,Almería
1938,2025-02-27,Intermedia,Vizcaya
1939,2022-04-12,Intermedia,Jaén
1940,2026-03-17,Preliminar,Tarragona
1941,2026-03-29,Preliminar,Soria
1942,2024-01-23,Juicio,Jaén
1943,2025-12-04,Preliminar,Vizcaya
1944,2024-09-16,Intermedia,Melilla
1945,2024-03-21,Juicio,Valladolid
1946,2025-10-09,Preliminar,Álava
1947,2023-11-08,Juicio,Navarra
1948,2023-04-23,Juicio,Almería
1949,2026-04-03,Preliminar,Lugo
1950,2025-12-30,Preliminar,Lugo
1951,2024-05-18,Intermedia,Melilla
1952,2025-08-17,Preliminar,Alicante
1953,2026-01-19,Preliminar,Pontevedra
1954,2023-02-11,Juicio,Santa Cruz de Tenerife
1955,2026-05-04,Preliminar,Cuenca
1956,2025-08-22,Preliminar,Soria
1957,2026-03-09,Preliminar,Lleida
1958,2025-11-12,Preliminar,Zaragoza
1959,2026-04-05,Preliminar,León
1960,2024-07-20,Intermedia,Valencia
1961,2025-12-03,Preliminar,Murcia
1962,2024-09-01,Intermedia,Asturias
1963,2023-12-17,Juicio,Jaén
1964,2024-10-10,Juicio,Pontevedra
1965,2023-05-16,Intermedia,Guipúzcoa
1966,2025-05-27,Preliminar,Ourense
1967,2025-10-19,Preliminar,Navarra
1968,2025-04-13,Intermedia,Jaén
1969,2026-03-06,Preliminar,Asturias
1970,2024-05-03,Juicio,Teruel
1971,2025-07-21,Preliminar,Murcia
1972,2024-08-06,Juicio,Salamanca
1973,2022-07-07,Juicio,Soria
1974,2026-05-02,Preliminar,Soria
1975,2025-12-02,Preliminar,Madrid
1976,2025-09-27,Preliminar,Cádiz
1977,2026-02-11,Preliminar,Vizcaya
1978,2022-05-18,Juicio,Burgos
1979,2024-01-21,Intermedia,Murcia
1980,2021-07-24,Juicio,Almería
1981,2025-01-06,Intermedia,Jaén
1982,2024-07-27,Juicio,La Coruña
1983,2022-07-08,Intermedia,Granada
1984,2024-05-26,Intermedia,Segovia
1985,2022-08-24,Juicio,Guipúzcoa
1986,2026-04-21,Preliminar,Valencia
1987,2022-03-11,Intermedia,Toledo
1988,2022-12-19,Juicio,Girona
1989,2025-03-12,Intermedia,Badajoz
1990,2026-04-04,Preliminar,Teruel
1991,2026-02-03,Preliminar,Almería
1992,2023-11-13,Juicio,Soria
1993,2026-05-06,Preliminar,Ciudad
1994,2025-08-22,Preliminar,Soria
1995,2023-02-10,Juicio,Ceuta
1996,2024-02-24,Intermedia,Cáceres
1997,2024-10-23,Intermedia,Ourense
1998,2022-09-08,Intermedia,Ciudad
1999,2025-11-15,Preliminar,Granada
2000,2023-09-02,Intermedia,Soria
2001,2023-11-05,Juicio,Pontevedra
2002,2025-12-18,Preliminar,Valencia
2003,2024-09-04,Intermedia,Cuenca
2004,2023-10-12,Intermedia,Castellón
2005,2023-09-03,Intermedia,Lleida
2006,2024-02-01,Intermedia,Cádiz
2007,2025-10-06,Preliminar,Ciudad
2008,2022-12-24,Intermedia,Granada
2009,2025-07-12,Preliminar,León
2010,2022-06-24,Juicio,Huesca
2011,2026-04-25,Preliminar,Huelva
2012,2026-04-09,Preliminar,Álava
2013,2024-09-29,Juicio,León
2014,2024-03-27,Juicio,Toledo
2015,2025-08-11,Preliminar,Ávila
2016,2025-10-31,Preliminar,Madrid
2017,2023-09-27,Juicio,Valencia
2018,2024-08-30,Intermedia,Badajoz
2019,2025-08-15,Preliminar,Ourense
2020,2024-06-29,Intermedia,Huesca
2021,2026-01-13,Preliminar,Córdoba
2022,2026-03-21,Preliminar,Salamanca
2023,2023-03-27,Intermedia,Navarra
2024,2023-06-13,Juicio,Alicante
2025,2025-07-26,Preliminar,Ourense
2026,2023-03-27,Juicio,Navarra
2027,2023-02-02,Juicio,Murcia
2028,2023-11-13,Juicio,Huelva
2029,2023-02-02,Intermedia,Álava
2030,2025-06-06,Preliminar,Lleida
2031,2024-12-10,Intermedia,Burgos
2032,2023-12-26,Intermedia,Almería
2033,2025-06-02,Preliminar,Cantabria
2034,2024-04-01,Intermedia,Salamanca
2035,2024-01-21,Juicio,Málaga
2036,2025-04-21,Intermedia,León
2037,2026-03-22,Preliminar,Toledo
2038,2026-01-18,Preliminar,Palencia
2039,2023-06-02,Juicio,Tarragona
2040,2021-11-18,Juicio,Lugo
2041,2026-05-25,Preliminar,Melilla
2042,2023-06-26,Juicio,Salamanca
2043,2021-08-29,Juicio,Córdoba
2044,2021-08-22,Juicio,Albacete
2045,2023-07-16,Intermedia,Salamanca
2046,2025-09-03,Preliminar,Segovia
2047,2021-05-04,Juicio,Madrid
2048,2022-10-12,Juicio,León
2049,2025-03-23,Intermedia,Barcelona
2050,2021-02-26,Juicio,Toledo
2051,2026-03-01,Preliminar,Guadalajara
2052,2025-11-04,Preliminar,Burgos
2053,2026-04-18,Preliminar,La Rioja
2054,2021-10-27,Juicio,Tarragona
2055,2021-07-24,Intermedia,Cáceres
2056,2022-04-19,Juicio,Álava
2057,2023-07-17,Juicio,Tarragona
2058,2025-07-08,Preliminar,Huelva
2059,2024-02-09,Juicio,Álava
2060,2025-09-10,Preliminar,Albacete
2061,2024-11-03,Intermedia,Baleares
2062,2022-03-24,Juicio,Teruel
2063,2025-12-02,Preliminar,Lugo
2064,2023-05-12,Intermedia,Alicante
2065,2023-04-23,Intermedia,Valladolid
2066,2025-05-04,Intermedia,Pontevedra
2067,2023-11-24,Juicio,Las Palmas
2068,2025-02-06,Intermedia,Palencia
2069,2026-04-25,Preliminar,Castellón
2070,2023-09-06,Juicio,Málaga
2071,2024-11-24,Intermedia,Córdoba
2072,2022-10-12,Intermedia,Córdoba
2073,2023-11-20,Intermedia,Cáceres
2074,2023-12-24,Juicio,La Rioja
2075,2025-12-13,Preliminar,Salamanca
2076,2025-04-14,Intermedia,León
2077,2023-01-06,Intermedia,Lugo
2078,2025-07-16,Preliminar,Soria
2079,2024-10-03,Intermedia,La Coruña
2080,2026-03-25,Preliminar,Vizcaya
2081,2025-01-23,Juicio,Córdoba
2082,2024-06-26,Juicio,Asturias
2083,2025-10-14,Preliminar,Castellón
2084,2023-01-06,Juicio,Tarragona
2085,2026-02-22,Preliminar,Navarra
2086,2022-12-17,Juicio,Jaén
2087,2023-04-03,Intermedia,Cantabria
2088,2026-02-03,Preliminar,Huelva
2089,2021-03-05,Juicio,Soria
2090,2026-02-10,Preliminar,Alicante
2091,2025-03-23,Intermedia,Ourense
2092,2022-10-19,Intermedia,Las Palmas
2093,2024-05-18,Intermedia,La Rioja
2094,2026-05-18,Preliminar,Cádiz
2095,2023-11-18,Juicio,Granada
2096,2025-11-29,Preliminar,Madrid
2097,2023-11-23,Intermedia,Santa Cruz de Tenerife
2098,2022-08-17,Juicio,Asturias
2099,2026-05-19,Preliminar,Palencia
2100,2026-02-14,Preliminar,Zaragoza
2101,2023-12-23,Juicio,Santa Cruz de Tenerife
2102,2025-09-03,Preliminar,Segovia
2103,2023-01-05,Intermedia,Ourense
2104,2024-05-14,Juicio,Granada
2105,2023-11-13,Intermedia,Vizcaya
2106,2025-07-22,Preliminar,Cádiz
2107,2023-11-12,Juicio,Las Palmas
2108,2023-06-02,Juicio,Toledo
2109,2025-11-06,Preliminar,León
2110,2024-01-29,Intermedia,Córdoba
2111,2025-07-22,Preliminar,Guipúzcoa
2112,2023-01-15,Juicio,Córdoba
2113,2023-04-16,Intermedia,Burgos
2114,2025-08-10,Preliminar,Asturias
2115,2024-11-17,Intermedia,Granada
2116,2025-07-03,Preliminar,Vizcaya
2117,2023-05-11,Juicio,Ciudad
2118,2026-01-09,Preliminar,Huelva
2119,2023-05-01,Juicio,Cáceres
2120,2025-06-24,Preliminar,Ceuta
2121,2022-02-28,Juicio,Melilla
2122,2024-08-29,Intermedia,Ourense
2123,2024-04-30,Juicio,Burgos
2124,2023-07-05,Juicio,Cáceres
