ID Caso,ID Cliente,ID Abogado,Descripción,Estado,Fecha de Inicio,Fecha de Resolución,Rama Legal,Resultado,Tipo de Caso
1425,7,45,Repellendus sint aspernatur libero.,Abierto,2021-06-19,2024-01-20,Notarial y Registral,Pendiente,Constitución de sociedad
1426,626,32,Soluta dolore itaque quos incidunt quod architecto fuga.,En proceso,2021-03-07,2024-09-15,Ambiental,Pendiente,Evaluación de impacto ambiental
1427,143,11,Exercitationem nulla laboriosam reprehenderit vero atque.,Abierto,2021-08-10,2024-12-17,Laboral,Pendiente,Acoso laboral
1428,291,21,Quisquam sint non minima quo.,Abierto,2022-08-02,2023-06-02,Constitucional,Pendiente,Conflicto de competencias
1429,685,29,Magni ut omnis sint.,Abierto,2023-05-02,2025-04-09,Internacional Privado,Pendiente,Divorcio internacional
1430,350,16,Perspiciatis nostrum sapiente id.,En proceso,2023-09-21,2024-08-21,Administrativo,Pendiente,Sanción administrativa
1431,971,38,Tempore aliquam similique repellat quas facilis aut modi.,En proceso,2021-11-11,2023-03-19,Procesal,Pendiente,Recurso de apelación
1432,968,28,Ex deserunt nihil inventore sequi.,Abierto,2021-01-09,2023-12-26,Internacional Privado,Pendiente,Conflicto de leyes
1433,596,54,Dolor quas officia amet excepturi perspiciatis.,Abierto,2022-01-05,2025-05-02,Informático,Pendiente,Hackeo o intrusión
1434,301,32,Perferendis soluta amet cupiditate quasi quam veritatis.,Abierto,2021-04-17,2022-11-17,Ambiental,Pendiente,Contaminación
1435,688,18,Nostrum maxime officia natus.,Cerrado,2024-03-22,2025-05-14,Administrativo,Perdido,Contratación pública
1436,997,21,Fuga tempore atque doloremque minus hic nulla.,Cerrado,2023-09-09,2024-04-20,Constitucional,Perdido,Violación de derechos fundamentales
1437,617,4,Error nihil nesciunt harum maiores rerum.,En proceso,2021-05-19,2024-01-01,Penal,Pendiente,Lesiones personales
1438,231,32,Totam suscipit dignissimos.,Cerrado,2022-05-30,2022-09-20,Ambiental,Acuerdo,Licencia ambiental
1439,303,44,Eos officiis labore alias.,Cerrado,2022-06-21,2024-01-16,Notarial y Registral,Ganado,Actos de compraventa
1440,1020,11,Nobis veritatis laborum saepe optio error.,Abierto,2022-01-15,2022-04-06,Laboral,Pendiente,Acoso laboral
1441,737,38,Fugiat maxime voluptatum ea.,Abierto,2022-08-25,2023-11-12,Procesal,Pendiente,Revisión judicial
1442,774,6,Incidunt odio laboriosam facere occaecati odio.,En proceso,2023-09-24,2024-04-04,Civil,Pendiente,Incumplimiento de contrato
1443,921,18,Labore explicabo quae laudantium praesentium veritatis.,En proceso,2023-05-07,2023-08-15,Administrativo,Pendiente,Licencias y permisos
1444,715,18,Ea vitae occaecati fugit a adipisci.,Cerrado,2022-10-07,2023-07-10,Administrativo,Perdido,Responsabilidad patrimonial del Estado
1445,634,27,Enim quaerat assumenda rerum dolore vel maxime.,Abierto,2023-12-31,2025-03-19,Internacional Público,Pendiente,Litigio entre Estados
1446,252,38,Corrupti voluptatum sed numquam illo.,Cerrado,2020-09-12,2023-02-02,Procesal,Perdido,Medidas cautelares
1447,591,48,Laborum reiciendis laudantium omnis.,Abierto,2022-12-09,2023-10-04,Seguridad Social,Pendiente,Reclamación de pensión
1448,302,31,Possimus nostrum fugiat corrupti harum architecto expedita.,Cerrado,2020-09-09,2020-11-16,Internacional Privado,Acuerdo,Divorcio internacional
1449,334,32,Iure reprehenderit ea eaque et laborum ipsa magnam.,Cerrado,2023-09-02,2024-02-01,Ambiental,Perdido,Daño ecológico
1450,32,8,Consectetur distinctio magnam.,Cerrado,2022-02-15,2024-07-07,Civil,Ganado,Daños y perjuicios
1451,253,18,Voluptas vitae voluptatibus quam omnis exercitationem nemo.,Abierto,2023-11-22,2024-12-08,Administrativo,Pendiente,Multas municipales
1452,882,16,Odio officiis fugit porro consequuntur.,Cerrado,2020-10-03,2021-02-14,Administrativo,Acuerdo,Sanción administrativa
1453,283,4,Nobis eligendi beatae labore accusantium ullam fuga.,Cerrado,2024-04-05,2025-03-10,Penal,Perdido,Delitos informáticos
1454,177,54,Soluta eaque adipisci aut.,En proceso,2023-12-21,2024-01-28,Informático,Pendiente,Ciberacoso
1455,885,11,Earum voluptatum doloribus.,En proceso,2023-04-25,2024-01-26,Laboral,Pendiente,Despido injustificado
1456,66,16,Nam sunt libero in.,Cerrado,2021-07-08,2023-04-06,Administrativo,Perdido,Licencias y permisos
1457,866,48,Asperiores dignissimos optio quidem nostrum amet doloremque.,Cerrado,2022-01-16,2025-02-17,Seguridad Social,Ganado,Cotización incorrecta
1458,637,18,Voluptates quam nemo quos explicabo ratione.,Abierto,2023-06-16,2024-02-10,Administrativo,Pendiente,Responsabilidad patrimonial del Estado
1459,286,27,Perspiciatis sapiente accusamus enim ducimus ullam nemo.,En proceso,2023-02-06,2025-02-19,Internacional Público,Pendiente,Derechos humanos
1460,853,16,Iste vel saepe fugit.,En proceso,2022-11-30,2024-05-01,Administrativo,Pendiente,Licencias y permisos
1461,176,17,Eaque fugit animi ad.,Cerrado,2022-04-05,2025-03-14,Administrativo,Acuerdo,Contratación pública
1462,376,31,Sit corrupti veniam.,Cerrado,2021-11-29,2024-03-10,Internacional Privado,Perdido,Conflicto de leyes
1463,642,11,Sed architecto voluptates nesciunt iusto consectetur illum.,En proceso,2022-03-23,2022-04-04,Laboral,Pendiente,Accidente de trabajo
1464,960,45,Possimus aperiam corporis.,Cerrado,2023-05-31,2024-08-30,Notarial y Registral,Perdido,Legalización de documentos
1465,945,27,Quaerat consequuntur dolorem.,Abierto,2024-05-18,2024-11-03,Internacional Público,Pendiente,Refugiados y asilo
1466,182,4,Ducimus consequuntur iste placeat.,Abierto,2021-08-12,2024-03-18,Penal,Pendiente,Fraude
1467,1049,16,Nostrum quasi dignissimos aliquid doloremque quisquam.,Cerrado,2021-06-13,2023-08-01,Administrativo,Ganado,Responsabilidad patrimonial del Estado
1468,110,32,Non animi doloribus officia architecto.,Cerrado,2023-01-31,2024-03-26,Ambiental,Ganado,Sanción ambiental
1469,948,41,Culpa accusamus porro neque quaerat repudiandae.,En proceso,2023-06-11,2024-12-28,Familia,Pendiente,Adopción
1470,174,54,Quae accusantium officiis totam repellendus.,Abierto,2023-09-11,2024-05-22,Informático,Pendiente,Ciberacoso
1471,683,54,Minus nam maxime similique.,En proceso,2022-11-30,2024-09-24,Informático,Pendiente,Delito informático
1472,987,54,Ratione facere quis non velit.,En proceso,2021-04-07,2022-03-27,Informático,Pendiente,Ciberacoso
1473,249,54,Accusamus suscipit modi quaerat.,En proceso,2020-06-21,2023-04-25,Informático,Pendiente,Hackeo o intrusión
1474,420,41,Qui debitis nobis veniam dicta impedit laborum animi.,En proceso,2022-02-22,2024-04-21,Familia,Pendiente,Custodia de menores
1475,280,32,Modi nostrum illo dolor non nulla dolore.,Abierto,2023-10-21,2024-01-17,Ambiental,Pendiente,Protección de áreas naturales
1476,617,41,Accusantium architecto architecto dolor.,En proceso,2021-06-18,2021-07-29,Familia,Pendiente,Manutención
1477,994,44,Ipsum praesentium tempore blanditiis eaque eaque illo.,En proceso,2022-09-21,2024-08-05,Notarial y Registral,Pendiente,Actos de compraventa
1478,138,14,Magnam neque quidem deleniti doloribus maiores beatae sint.,Abierto,2022-10-06,2024-12-01,Mercantil,Pendiente,Contratos mercantiles
1479,1065,36,Quos eveniet explicabo harum.,Abierto,2023-10-01,2024-12-27,Procesal,Pendiente,Nulidad procesal
1480,971,14,Impedit possimus in nulla.,Abierto,2021-10-25,2024-05-14,Mercantil,Pendiente,Competencia desleal
1481,114,29,Quam eos doloribus officiis eligendi vero culpa.,Abierto,2021-05-03,2024-09-11,Internacional Privado,Pendiente,Contrato internacional
1482,377,27,Dolorum distinctio corporis porro fuga architecto dicta.,Abierto,2022-01-11,2023-05-30,Internacional Público,Pendiente,Refugiados y asilo
1483,900,18,Quo iste corrupti dolorem ipsum.,En proceso,2021-11-20,2022-06-07,Administrativo,Pendiente,Responsabilidad patrimonial del Estado
1484,300,8,Consequatur quam eligendi magni maiores exercitationem.,En proceso,2023-11-04,2024-05-24,Civil,Pendiente,Incumplimiento de contrato
1485,493,11,Fugit dolore et est recusandae.,Abierto,2020-11-06,2022-07-13,Laboral,Pendiente,Negociación colectiva
1486,976,44,Earum nisi error modi perferendis.,Cerrado,2022-09-14,2022-11-01,Notarial y Registral,Perdido,Testamento
1487,1010,41,Nam occaecati quisquam veritatis ducimus.,Cerrado,2023-11-10,2025-05-19,Familia,Acuerdo,Manutención
1488,220,27,Asperiores officia impedit.,Cerrado,2022-08-14,2025-02-22,Internacional Público,Perdido,Tratado internacional
1489,581,11,Doloremque mollitia rem id eaque illo.,Cerrado,2020-10-23,2024-06-24,Laboral,Ganado,Negociación colectiva
1490,621,27,Perspiciatis voluptate ipsa atque tenetur at quae.,Abierto,2022-12-13,2025-03-19,Internacional Público,Pendiente,Conflictos fronterizos
1491,88,41,Assumenda provident qui quaerat quis repudiandae sint.,Cerrado,2023-08-10,2023-11-14,Familia,Ganado,Adopción
1492,568,45,Quisquam omnis omnis ducimus.,Abierto,2022-08-29,2023-11-09,Notarial y Registral,Pendiente,Constitución de sociedad
1493,715,21,Esse porro repudiandae commodi dolor.,En proceso,2021-03-13,2023-11-02,Constitucional,Pendiente,Habeas corpus
1494,358,27,Qui quam enim magnam tempora atque dolorum.,En proceso,2020-09-11,2024-04-13,Internacional Público,Pendiente,Derechos humanos
1495,942,21,Sequi ab exercitationem suscipit dolore.,En proceso,2023-04-08,2024-11-15,Constitucional,Pendiente,Acción de tutela
1496,621,18,Quis hic quam nesciunt explicabo.,Cerrado,2021-01-02,2024-04-08,Administrativo,Ganado,Contratación pública
1497,967,29,Dolor nemo nisi.,En proceso,2023-02-19,2023-09-17,Internacional Privado,Pendiente,Reconocimiento de sentencias extranjeras
1498,266,11,Error dolores cupiditate quae omnis quis nemo.,En proceso,2022-09-09,2024-11-25,Laboral,Pendiente,Reclamación de salarios
1499,827,38,Voluptate voluptatibus repellendus.,Abierto,2021-05-20,2023-07-31,Procesal,Pendiente,Recurso de apelación
1500,475,2,Eligendi amet ipsum enim.,Abierto,2022-09-14,2025-01-30,Penal,Pendiente,Narcotráfico
1501,976,8,Cum iste facilis consequuntur.,Cerrado,2023-01-31,2023-07-10,Civil,Ganado,Sucesiones y herencias
1502,216,48,Molestiae dolore iste eius.,Abierto,2023-08-02,2023-09-07,Seguridad Social,Pendiente,Reintegro de prestaciones
1503,132,27,Inventore magnam cum repudiandae dolores iste.,Abierto,2021-02-02,2024-06-22,Internacional Público,Pendiente,Refugiados y asilo
1504,77,16,Consectetur facilis iste iusto quibusdam tenetur voluptatum ipsum.,En proceso,2022-06-23,2023-07-04,Administrativo,Pendiente,Sanción administrativa
1505,61,29,Suscipit quos repellat expedita magni.,Abierto,2021-12-13,2024-01-05,Internacional Privado,Pendiente,Contrato internacional
1506,774,8,Dolorum dignissimos iste accusamus.,Abierto,2021-06-28,2022-07-22,Civil,Pendiente,Sucesiones y herencias
1507,401,36,Sapiente quam et aliquam placeat.,Cerrado,2022-08-16,2023-04-27,Procesal,Perdido,Competencia jurisdiccional
1508,462,41,Ullam dolorem iure beatae dolores.,Abierto,2021-11-26,2023-06-05,Familia,Pendiente,Violencia intrafamiliar
1509,1083,11,Nesciunt quo inventore commodi eos asperiores.,Abierto,2023-04-29,2023-06-20,Laboral,Pendiente,Despido injustificado
1510,198,36,Libero ipsum autem optio.,Abierto,2020-09-21,2021-11-17,Procesal,Pendiente,Recurso de apelación
1511,11,48,Sit ut maxime iusto.,Cerrado,2023-10-09,2025-04-28,Seguridad Social,Perdido,Afiliación al sistema
1512,698,32,Asperiores necessitatibus nemo fugiat nostrum magnam beatae.,Abierto,2022-12-07,2024-09-03,Ambiental,Pendiente,Protección de áreas naturales
1513,390,45,Pariatur harum dignissimos maxime.,Abierto,2022-06-27,2023-08-09,Notarial y Registral,Pendiente,Registro de propiedad
1514,1026,54,Similique veritatis labore occaecati accusamus a perferendis.,Cerrado,2021-07-03,2024-07-07,Informático,Perdido,Hackeo o intrusión
1515,138,32,Debitis at tempore numquam accusantium nulla soluta.,Cerrado,2024-03-14,2025-01-24,Ambiental,Perdido,Protección de áreas naturales
1516,161,27,Illum magni sapiente adipisci eligendi saepe.,Abierto,2022-07-02,2022-10-27,Internacional Público,Pendiente,Refugiados y asilo
1517,242,16,Deleniti quae soluta facilis temporibus sint optio.,Cerrado,2022-08-11,2023-11-20,Administrativo,Ganado,Sanción administrativa
1518,47,38,Veritatis mollitia impedit qui voluptatem sed provident iste.,Abierto,2021-08-01,2023-10-03,Procesal,Pendiente,Ejecución de sentencia
1519,800,54,Tempore quo voluptate delectus.,En proceso,2022-11-10,2023-10-07,Informático,Pendiente,Ciberacoso
1520,590,6,Deleniti ut nulla quaerat labore.,Abierto,2022-01-08,2022-03-12,Civil,Pendiente,Arrendamientos
1521,1061,36,Aut saepe voluptates nisi.,En proceso,2023-01-25,2024-04-10,Procesal,Pendiente,Medidas cautelares
1522,117,17,Enim iusto animi eaque.,En proceso,2021-04-13,2023-08-06,Administrativo,Pendiente,Contratación pública
1523,539,8,Harum perferendis illo laboriosam.,En proceso,2021-08-29,2023-04-25,Civil,Pendiente,Incumplimiento de contrato
1524,864,4,Nihil esse repellat ipsa quaerat labore voluptatibus.,Cerrado,2022-09-28,2024-01-03,Penal,Ganado,Lesiones personales
1525,286,48,Dolorem laudantium provident quas.,Abierto,2020-09-24,2021-12-25,Seguridad Social,Pendiente,Afiliación al sistema
1526,128,54,Officia est tempora velit voluptate.,Abierto,2023-01-08,2024-09-15,Informático,Pendiente,Suplantación digital
1527,709,6,Suscipit temporibus blanditiis dicta.,Abierto,2022-10-07,2023-01-08,Civil,Pendiente,Propiedad y posesión
1528,981,36,Nostrum provident ratione labore nemo.,Abierto,2022-11-26,2024-08-02,Procesal,Pendiente,Ejecución de sentencia
1529,214,44,Praesentium molestias necessitatibus cumque iure perspiciatis.,Abierto,2023-11-12,2025-05-10,Notarial y Registral,Pendiente,Legalización de documentos
1530,718,32,Facilis voluptatum corporis.,Cerrado,2021-10-26,2024-12-26,Ambiental,Perdido,Daño ecológico
1531,44,48,Molestiae totam laborum vitae.,Abierto,2021-03-17,2024-07-14,Seguridad Social,Pendiente,Reclamación de pensión
1532,1095,48,Beatae odit placeat dolorem ratione eum.,En proceso,2021-08-17,2025-01-30,Seguridad Social,Pendiente,Incapacidad permanente
1533,988,41,Labore eaque quos maiores doloribus cumque illum est.,Abierto,2023-02-04,2023-03-25,Familia,Pendiente,Adopción
1534,257,48,Exercitationem debitis sint illo ratione.,Cerrado,2023-01-20,2024-03-17,Seguridad Social,Acuerdo,Incapacidad permanente
1535,237,32,Iure commodi cupiditate eligendi explicabo suscipit ex.,Cerrado,2020-08-10,2022-06-28,Ambiental,Ganado,Licencia ambiental
1536,397,21,Tenetur quia modi fuga sunt minima sed.,Cerrado,2021-11-10,2024-11-01,Constitucional,Perdido,Acción de amparo
1537,189,14,Quas hic eius velit.,En proceso,2021-08-22,2024-04-14,Mercantil,Pendiente,Incumplimiento comercial
1538,1099,14,Sapiente odit suscipit explicabo.,En proceso,2021-12-03,2024-03-23,Mercantil,Pendiente,Incumplimiento comercial
1539,512,48,Dolorem vero mollitia modi.,Abierto,2023-06-28,2025-03-15,Seguridad Social,Pendiente,Reclamación de pensión
1540,899,2,A officiis odio corporis id maiores praesentium.,Abierto,2021-01-12,2022-05-01,Penal,Pendiente,Lesiones personales
1541,717,4,Ipsum dolorum laudantium beatae expedita dolores ad.,En proceso,2024-03-03,2024-11-23,Penal,Pendiente,Narcotráfico
1542,266,14,Sequi animi tempora debitis.,En proceso,2021-09-25,2024-04-28,Mercantil,Pendiente,Conflictos societarios
1543,251,31,Nisi ut totam explicabo dolore.,En proceso,2022-03-15,2023-12-04,Internacional Privado,Pendiente,Conflicto de leyes
1544,422,8,Accusantium adipisci eius deserunt consequuntur ducimus.,Cerrado,2022-07-10,2023-06-17,Civil,Acuerdo,Sucesiones y herencias
1545,452,54,Velit sed aut in enim voluptatibus voluptatibus.,Cerrado,2021-07-21,2023-01-10,Informático,Acuerdo,Ciberacoso
1546,501,21,Tenetur dignissimos similique magni dolore maxime iste.,En proceso,2023-01-28,2024-10-05,Constitucional,Pendiente,Inconstitucionalidad de norma
1547,111,21,Voluptatibus recusandae excepturi.,Cerrado,2021-02-07,2023-05-29,Constitucional,Perdido,Conflicto de competencias
1548,573,38,Qui autem officiis quos quibusdam numquam reprehenderit.,Abierto,2023-05-29,2023-11-19,Procesal,Pendiente,Nulidad procesal
1549,625,11,Non tempore voluptate aliquid quisquam.,En proceso,2023-04-18,2024-09-01,Laboral,Pendiente,Negociación colectiva
1550,763,14,Quod ipsam quas nobis.,En proceso,2023-07-29,2025-02-11,Mercantil,Pendiente,Contratos mercantiles
1551,902,2,Nihil dolor alias.,En proceso,2024-04-07,2024-10-06,Penal,Pendiente,Delitos informáticos
1552,44,28,Animi similique cumque voluptatem aut.,Cerrado,2023-07-20,2023-12-30,Internacional Privado,Ganado,Contrato internacional
1553,787,18,Enim ipsam nisi accusamus sit quae.,Cerrado,2023-01-04,2025-03-06,Administrativo,Ganado,Sanción administrativa
1554,787,18,Porro maxime fuga labore labore natus dolorem quis.,Cerrado,2020-07-25,2024-02-23,Administrativo,Ganado,Multas municipales
1555,91,27,Esse quam rem vitae deleniti.,Abierto,2020-08-17,2022-03-28,Internacional Público,Pendiente,Derechos humanos
1556,883,27,Repellendus sit laborum repellat.,En proceso,2023-05-18,2024-01-01,Internacional Público,Pendiente,Litigio entre Estados
1557,65,41,Autem accusamus odio.,En proceso,2021-12-19,2022-05-24,Familia,Pendiente,Manutención
1558,538,4,Ipsum totam voluptatibus ipsum provident sit esse.,En proceso,2022-05-23,2022-12-18,Penal,Pendiente,Homicidio
1559,699,48,Corrupti itaque unde quae.,En proceso,2020-10-23,2023-06-05,Seguridad Social,Pendiente,Afiliación al sistema
1560,117,27,Perferendis expedita voluptatibus saepe quas eveniet.,Abierto,2021-11-03,2024-06-29,Internacional Público,Pendiente,Refugiados y asilo
1561,1096,27,Ipsum corrupti repudiandae fuga.,Cerrado,2021-07-08,2024-01-15,Internacional Público,Perdido,Refugiados y asilo
1562,333,45,Facere corporis ullam corporis eos.,Cerrado,2023-12-23,2024-05-21,Notarial y Registral,Perdido,Actos de compraventa
1563,32,14,Aliquam praesentium ea suscipit nisi.,Cerrado,2023-05-02,2024-10-30,Mercantil,Acuerdo,Quiebra o insolvencia
1564,606,6,Quos doloremque inventore sed.,Cerrado,2022-09-17,2023-12-03,Civil,Acuerdo,Propiedad y posesión
1565,741,4,Nemo nobis earum incidunt dolores hic.,Cerrado,2022-09-18,2023-08-23,Penal,Acuerdo,Lesiones personales
1566,255,48,Repudiandae provident quibusdam dolorem sequi.,Cerrado,2024-01-19,2024-04-24,Seguridad Social,Acuerdo,Reintegro de prestaciones
1567,367,21,Nisi omnis ullam corrupti enim explicabo.,Cerrado,2023-05-05,2024-10-30,Constitucional,Perdido,Acción de amparo
1568,956,28,Omnis et sunt suscipit molestias dolore.,Abierto,2022-09-10,2023-08-26,Internacional Privado,Pendiente,Contrato internacional
1569,447,31,Quaerat unde expedita sint optio consequuntur amet.,Cerrado,2020-08-30,2022-10-04,Internacional Privado,Ganado,Adopción internacional
1570,644,8,Rerum sint rem illum.,Abierto,2021-06-02,2023-08-06,Civil,Pendiente,Propiedad y posesión
1571,566,11,Cupiditate inventore facere velit delectus voluptatibus ipsa quod.,Cerrado,2024-03-10,2025-02-20,Laboral,Perdido,Acoso laboral
1572,301,14,Dolorum blanditiis quos error consequuntur voluptatibus sed natus.,En proceso,2022-06-13,2023-04-26,Mercantil,Pendiente,Registro de marca
1573,235,2,Repudiandae quia sed aut laborum culpa laborum.,En proceso,2022-01-18,2022-08-19,Penal,Pendiente,Robo o hurto
1574,650,11,Explicabo minus deleniti nihil commodi quam.,Abierto,2020-10-29,2025-01-27,Laboral,Pendiente,Negociación colectiva
1575,125,44,Atque error quisquam modi in.,En proceso,2020-07-24,2021-06-02,Notarial y Registral,Pendiente,Testamento
1576,724,16,Possimus deleniti delectus.,En proceso,2024-03-27,2024-07-07,Administrativo,Pendiente,Contratación pública
1577,717,2,Atque doloribus maxime nostrum.,Abierto,2023-09-19,2024-12-18,Penal,Pendiente,Robo o hurto
1578,232,32,Libero consectetur eaque nam aspernatur suscipit.,En proceso,2021-07-08,2022-01-14,Ambiental,Pendiente,Contaminación
1579,668,14,Magni enim numquam vero molestiae vero.,En proceso,2022-06-20,2025-04-17,Mercantil,Pendiente,Quiebra o insolvencia
1580,147,54,Doloribus ipsum praesentium eum beatae unde mollitia.,En proceso,2024-03-02,2024-07-10,Informático,Pendiente,Suplantación digital
1581,51,16,Ipsa ipsum perspiciatis.,Cerrado,2023-01-15,2024-10-18,Administrativo,Acuerdo,Recursos administrativos
1582,768,21,Id laborum sunt sint.,Cerrado,2022-11-07,2024-03-01,Constitucional,Perdido,Habeas corpus
1583,755,2,Deserunt in libero vel exercitationem.,Abierto,2023-07-31,2024-04-26,Penal,Pendiente,Lesiones personales
1584,218,11,Quam voluptatibus fugiat et nemo iusto.,En proceso,2022-07-01,2022-08-29,Laboral,Pendiente,Acoso laboral
1585,1047,48,Necessitatibus a quas asperiores hic voluptatibus.,En proceso,2021-12-29,2023-04-27,Seguridad Social,Pendiente,Reintegro de prestaciones
1586,441,32,Cum eligendi assumenda accusamus illo sed sapiente.,Cerrado,2021-07-07,2022-04-26,Ambiental,Acuerdo,Contaminación
1587,781,41,Optio iure sequi optio totam modi.,En proceso,2023-11-15,2024-11-29,Familia,Pendiente,Divorcio
1588,1032,6,Facilis atque et adipisci.,En proceso,2022-03-26,2024-07-04,Civil,Pendiente,Sucesiones y herencias
1589,249,32,Cumque pariatur similique unde beatae.,En proceso,2022-06-23,2022-08-27,Ambiental,Pendiente,Contaminación
1590,1075,38,Officia est provident similique asperiores.,En proceso,2024-02-18,2024-08-31,Procesal,Pendiente,Competencia jurisdiccional
1591,400,21,Porro repellendus possimus nulla neque ipsum.,En proceso,2024-01-09,2025-01-11,Constitucional,Pendiente,Inconstitucionalidad de norma
1592,498,14,Eaque natus molestiae quibusdam repellat.,Cerrado,2021-06-10,2024-12-20,Mercantil,Ganado,Conflictos societarios
1593,494,21,Vero repudiandae nemo.,Cerrado,2020-10-01,2025-03-24,Constitucional,Acuerdo,Violación de derechos fundamentales
1594,721,21,Autem voluptates quis cupiditate deserunt eligendi aperiam.,En proceso,2023-04-13,2024-07-25,Constitucional,Pendiente,Habeas corpus
1595,992,8,Consectetur facere id corporis.,En proceso,2021-04-10,2023-02-19,Civil,Pendiente,Daños y perjuicios
1596,471,29,Unde id facere eum.,En proceso,2021-09-28,2024-12-03,Internacional Privado,Pendiente,Divorcio internacional
1597,835,32,Earum vel consequuntur dolorum.,En proceso,2021-01-30,2025-04-09,Ambiental,Pendiente,Licencia ambiental
1598,534,41,Nemo pariatur sunt culpa odit.,Cerrado,2021-03-21,2021-10-10,Familia,Perdido,Manutención
1599,837,6,Odio cum dicta ratione ab recusandae corrupti adipisci.,Cerrado,2020-06-08,2021-08-25,Civil,Acuerdo,Daños y perjuicios
1600,406,38,Dolorum optio eos hic alias repellat.,Abierto,2022-06-28,2024-09-19,Procesal,Pendiente,Competencia jurisdiccional
1601,248,2,Natus voluptatum non eum odio.,Cerrado,2021-10-06,2024-04-23,Penal,Perdido,Delitos informáticos
1602,207,32,Ab sed nostrum ab repellat.,Abierto,2024-04-04,2025-05-02,Ambiental,Pendiente,Contaminación
1603,50,54,Hic nobis natus animi.,En proceso,2021-08-18,2024-10-30,Informático,Pendiente,Protección de datos personales
1604,1055,6,Nobis ipsam voluptatibus harum repellat.,En proceso,2021-02-09,2024-01-11,Civil,Pendiente,Propiedad y posesión
1605,262,27,Facilis totam facere atque quibusdam odio repellendus.,Cerrado,2022-12-18,2024-03-04,Internacional Público,Acuerdo,Refugiados y asilo
1606,244,14,Accusantium harum vel accusantium atque.,Cerrado,2023-07-24,2024-04-05,Mercantil,Perdido,Competencia desleal
1607,93,36,Eligendi maxime in libero.,Abierto,2021-02-18,2025-01-20,Procesal,Pendiente,Revisión judicial
1608,838,21,Iure perspiciatis explicabo explicabo.,En proceso,2022-03-24,2023-09-02,Constitucional,Pendiente,Violación de derechos fundamentales
1609,593,45,Cupiditate laudantium eum eveniet vero aspernatur quos.,Cerrado,2023-08-17,2025-03-16,Notarial y Registral,Acuerdo,Constitución de sociedad
1610,1044,44,Perferendis recusandae nisi quae maxime.,Abierto,2023-12-19,2024-06-09,Notarial y Registral,Pendiente,Constitución de sociedad
1611,929,4,Excepturi accusamus aperiam incidunt quisquam dolore magni.,Cerrado,2022-08-26,2023-11-12,Penal,Perdido,Violencia de género
1612,199,11,Quas libero ad est nesciunt aspernatur minus.,Abierto,2024-03-11,2024-03-18,Laboral,Pendiente,Reclamación de salarios
1613,99,29,Iusto fugit inventore inventore.,En proceso,2021-11-06,2024-08-09,Internacional Privado,Pendiente,Adopción internacional
1614,585,32,Accusantium asperiores ex odio hic a.,Cerrado,2023-09-22,2025-03-03,Ambiental,Perdido,Daño ecológico
1615,294,48,Temporibus et pariatur consequuntur debitis atque officia sapiente.,Abierto,2020-12-29,2024-12-05,Seguridad Social,Pendiente,Reintegro de prestaciones
1616,882,44,Optio sint odio cum cupiditate omnis culpa.,En proceso,2023-11-09,2024-02-22,Notarial y Registral,Pendiente,Testamento
1617,204,38,Consequuntur exercitationem at explicabo.,Cerrado,2023-12-07,2024-05-26,Procesal,Perdido,Nulidad procesal
1618,561,8,Quis molestias doloremque.,Cerrado,2024-02-27,2024-03-17,Civil,Perdido,Daños y perjuicios
1619,532,11,Ipsum error natus porro incidunt quas.,En proceso,2022-04-29,2023-01-05,Laboral,Pendiente,Despido injustificado
1620,289,14,Eius recusandae ducimus nihil amet occaecati voluptate.,Abierto,2022-03-31,2022-05-24,Mercantil,Pendiente,Contratos mercantiles
1621,57,32,Amet qui quisquam ratione eligendi.,En proceso,2021-03-05,2024-06-19,Ambiental,Pendiente,Contaminación
1622,14,32,Officia rerum a impedit.,Cerrado,2020-12-10,2023-08-24,Ambiental,Ganado,Daño ecológico
1623,874,14,Ipsa rerum nemo voluptates nobis.,En proceso,2023-03-13,2025-02-11,Mercantil,Pendiente,Conflictos societarios
1624,930,32,Voluptatum laboriosam totam.,Cerrado,2021-05-22,2025-05-24,Ambiental,Ganado,Protección de áreas naturales
1625,911,44,Esse modi vitae magnam expedita.,Cerrado,2023-09-29,2024-05-14,Notarial y Registral,Perdido,Testamento
1626,571,6,Dignissimos neque corporis repellat magni at excepturi.,En proceso,2021-08-09,2023-01-11,Civil,Pendiente,Sucesiones y herencias
1627,162,8,Veritatis minus dolor amet corrupti dignissimos quidem assumenda.,En proceso,2023-08-08,2023-09-02,Civil,Pendiente,Daños y perjuicios
1628,670,44,Recusandae repudiandae veritatis voluptates assumenda dicta pariatur distinctio.,Abierto,2023-06-19,2024-02-21,Notarial y Registral,Pendiente,Registro de propiedad
1629,929,21,Dolores recusandae adipisci aliquam nulla provident fuga.,En proceso,2020-07-15,2023-05-02,Constitucional,Pendiente,Conflicto de competencias
1630,645,32,Ipsa asperiores minus nobis aspernatur fugiat eum.,Abierto,2020-11-22,2023-12-20,Ambiental,Pendiente,Sanción ambiental
1631,390,8,Sint velit voluptates unde omnis ut sunt officia.,En proceso,2021-07-28,2024-01-30,Civil,Pendiente,Sucesiones y herencias
1632,17,54,Sunt laborum laborum numquam.,Abierto,2021-06-20,2023-11-12,Informático,Pendiente,Protección de datos personales
1633,451,38,Est quidem ducimus officiis dolorum animi.,En proceso,2022-10-10,2023-02-01,Procesal,Pendiente,Nulidad procesal
