ID Caso,Fecha de Facturación,Fecha de Pago,Tarifa por Hora,Deuda Pendiente,Pagos Recibidos
1547,2023-05-26,2023-05-27,122.73,0.0,6136.5
1548,2023-07-22,,162.08,5626.36,2639.72
1549,2024-02-05,,216.58,4907.84,14584.36
1550,2023-10-30,,272.29,6385.74,5867.31
1551,2024-08-24,,152.01,1915.97,11916.94
1552,2023-08-27,2023-11-13,223.4,0.0,11840.2
1553,2023-11-02,2025-01-13,293.78,0.0,13807.66
1554,2020-12-29,2022-01-11,95.16,0.0,666.12
1555,2021-04-14,,288.15,13825.3,9226.7
1556,2023-08-21,,231.47,18839.58,2455.66
1557,2022-04-09,,284.42,11367.22,9111.02
1558,2022-09-05,,162.55,261.49,1689.11
1559,2020-12-21,,211.64,6272.83,2616.05
1560,2022-03-28,,118.67,7706.43,3685.89
1561,2022-05-24,2022-10-27,238.95,0.0,16009.65
1562,2024-05-06,2024-05-08,161.69,0.0,11641.68
1563,2024-07-02,2024-10-27,246.88,0.0,10122.08
1564,2023-11-30,2023-12-01,288.6,0.0,19336.2
1565,2023-01-19,2023-04-05,166.98,0.0,13358.4
1566,2024-03-01,2024-03-31,115.99,0.0,927.92
1567,2023-07-05,2024-10-17,100.84,0.0,9983.16
1568,2022-11-18,,180.23,4920.44,7515.43
1569,2021-04-04,2021-08-08,109.84,0.0,8677.36
1570,2022-06-03,,202.48,13385.23,5242.93
1571,2024-05-04,2024-05-21,135.9,0.0,3261.6
1572,2023-03-31,,276.21,11874.5,5526.73
1573,2022-02-21,,282.89,3030.92,11962.25
1574,2022-07-15,,107.1,2910.76,3193.94
1575,2020-12-19,,139.56,2031.29,480.79
1576,2024-04-07,,298.1,6332.93,21390.37
1577,2024-07-24,,233.71,9908.44,6918.68
1578,2021-09-12,,99.47,1995.64,7951.36
1579,2023-04-04,,202.51,6843.95,4496.61
1580,2024-04-23,,288.86,1901.7,8497.26
1581,2023-11-29,2024-10-17,225.16,0.0,16211.52
1582,2023-07-15,2024-02-23,146.33,0.0,1170.64
1583,2023-09-15,,69.91,224.38,1593.28
1584,2022-08-02,,287.4,414.71,5333.29
1585,2022-07-19,,212.91,2987.1,2761.47
1586,2021-11-19,2022-04-19,187.85,0.0,6950.45
1587,2024-09-30,,271.06,5950.4,20071.36
1588,2023-08-27,,103.45,5234.03,2317.82
1589,2022-07-26,,142.36,5216.98,2043.38
1590,2024-03-04,,105.1,5596.26,2181.14
1591,2024-10-09,,178.25,1418.02,3394.73
1592,2021-08-06,2023-11-30,135.71,0.0,13028.16
1593,2023-11-24,2024-08-11,71.16,0.0,2561.76
1594,2024-06-03,,267.36,11809.15,222.05
1595,2021-06-13,,64.86,5259.11,124.27
1596,2023-04-28,,247.67,7420.11,1000.67
1597,2022-07-05,,218.19,1088.01,1530.27
1598,2021-06-27,2021-10-03,281.22,0.0,18279.3
1599,2021-03-11,2021-03-19,102.29,0.0,2864.12
1600,2022-08-07,,254.74,12276.99,5300.07
1601,2021-12-08,2022-11-20,198.57,0.0,16282.74
1602,2024-06-11,,159.97,962.07,3517.09
1603,2023-02-14,,220.53,1355.83,1731.59
1604,2021-07-08,,54.43,831.23,2543.43
1605,2023-10-15,2023-11-11,273.99,0.0,6849.75
1606,2024-02-08,2024-04-03,188.04,0.0,1692.36
1607,2023-05-02,,61.41,711.35,2727.61
1608,2022-12-23,,97.54,2430.96,105.08
1609,2024-10-29,2024-12-14,208.86,0.0,16291.08
1610,2024-01-07,,149.39,1629.57,2553.35
1611,2023-08-23,2023-11-01,113.17,0.0,2376.57
1612,2024-03-12,,193.28,7738.05,1732.67
1613,2024-05-02,,221.17,6340.58,73.35
1614,2023-12-25,2024-10-29,266.45,0.0,8792.85
1615,2023-07-30,,259.78,12450.21,5214.83
1616,2024-01-17,,189.05,12869.09,3956.36
1617,2024-01-12,2024-02-20,78.92,0.0,4182.76
1618,2024-03-04,2024-03-14,289.85,0.0,10144.75
1619,2022-09-21,,164.78,13168.42,343.54
1620,2022-04-11,,73.76,234.69,650.43
1621,2024-01-01,,198.14,1271.39,5267.23
1622,2021-09-27,2022-08-19,237.59,0.0,9503.6
1623,2024-12-19,,235.57,7318.98,8228.64
1624,2023-08-28,2024-09-07,103.01,0.0,3914.38
1625,2023-10-27,2024-01-19,161.67,0.0,4850.1
1626,2021-11-12,,255.05,17496.51,4437.79
1627,2023-08-25,,289.46,677.49,14953.35
1628,2023-12-11,,237.17,4025.06,4987.4
1629,2020-11-17,,157.31,13472.98,1156.85
1630,2021-03-23,,107.92,109.38,5826.22
1631,2022-06-12,,182.7,110.09,2995.81
1632,2023-07-25,,162.9,2252.1,28.5
1633,2023-01-23,,211.19,4906.5,3541.1
1634,2023-01-13,2024-06-08,187.31,0.0,8803.57
1635,2022-10-14,,164.84,4033.05,4703.47
1636,2022-06-07,2022-07-31,58.5,0.0,5674.5
1637,2023-09-12,,74.96,1879.3,4942.06
1638,2024-07-18,,286.5,9337.59,18739.41
1639,2024-05-22,,87.74,3444.93,4978.11
1640,2023-10-27,2023-12-21,210.61,0.0,20007.95
1641,2021-08-29,,72.91,116.26,1414.85
1642,2022-04-09,,215.41,6080.02,166.87
1643,2023-02-20,2023-04-27,158.78,0.0,1905.36
1644,2024-02-04,,86.06,3199.16,3083.22
1645,2022-07-07,,85.01,4674.66,1446.06
1646,2021-08-11,2021-11-02,76.06,0.0,6921.46
1647,2022-10-27,2023-04-09,181.55,0.0,4357.2
1648,2020-10-27,,242.14,1627.97,16774.67
1649,2021-01-20,2021-08-16,280.01,0.0,17920.64
1650,2022-04-21,,78.71,5176.1,1120.7
1651,2021-05-14,2021-06-02,210.6,0.0,1684.8
1652,2023-10-21,,181.64,936.0,880.4
1653,2024-11-30,,61.62,1020.99,3477.27
1654,2024-06-11,,245.33,5788.47,3288.74
1655,2024-06-05,,269.99,6714.17,3005.47
1656,2023-07-24,,77.3,6123.4,679.0
1657,2023-02-28,,213.07,4604.45,4983.7
1658,2023-07-25,,160.61,3257.23,7503.64
1659,2024-03-16,,197.66,9985.35,8199.37
1660,2022-11-08,,250.53,7405.07,10883.62
1661,2024-09-14,,74.22,1472.31,4762.17
1662,2021-04-08,,130.49,2724.97,4843.45
1663,2021-10-12,2022-11-15,188.61,0.0,9619.11
1664,2024-03-02,,164.02,1786.55,2149.93
1665,2021-11-23,,238.94,6859.41,69.85
1666,2023-05-04,,274.91,6956.57,9263.12
1667,2023-02-13,,211.88,4887.21,621.67
1668,2022-07-27,,259.6,2485.95,21137.65
1669,2022-07-14,,215.55,9624.39,2661.96
1670,2024-09-01,2025-02-15,171.83,0.0,15121.04
1671,2023-08-12,2023-08-25,107.43,0.0,3760.05
1672,2024-02-29,,212.36,4841.79,3227.89
1673,2022-08-01,,215.65,1121.13,604.07
1674,2024-02-03,,247.37,3190.18,19320.49
1675,2023-10-11,,203.78,6196.36,13774.08
1676,2023-04-01,2023-05-08,289.6,0.0,18824.0
1677,2024-08-14,2024-10-01,170.91,0.0,13672.8
1678,2022-03-06,,179.19,6439.6,3415.85
1679,2022-02-25,,70.08,3406.22,1359.22
1680,2024-05-07,,86.71,6269.62,927.31
1681,2023-06-03,2023-07-29,186.81,0.0,11021.79
1682,2022-10-11,,96.81,2882.63,5249.41
1683,2022-04-03,2024-09-03,223.15,0.0,12273.25
1684,2022-03-06,2022-10-19,222.27,0.0,5556.75
1685,2023-09-16,,285.98,16437.66,4438.88
1686,2024-10-04,2024-11-06,222.7,0.0,12916.6
1687,2023-03-09,,176.22,740.77,5955.59
1688,2021-11-02,,266.99,2191.52,15429.82
1689,2024-01-11,2024-12-01,144.54,0.0,8961.48
1690,2021-11-28,,269.2,13393.25,335.95
1691,2022-08-19,2022-10-07,77.89,0.0,778.9
1692,2023-01-04,,151.3,3791.32,1958.08
1693,2025-01-30,,116.38,239.62,9652.68
1694,2022-06-14,,132.24,8124.34,5099.66
1695,2020-12-29,,263.19,16734.72,1951.77
1696,2021-04-05,,119.85,1375.71,1860.24
1697,2024-05-04,2024-06-19,211.92,0.0,8688.72
1698,2022-03-20,,290.45,5227.16,13361.64
1699,2023-11-04,,223.39,4127.06,9499.73
1700,2022-08-09,,132.96,1791.8,1399.24
1701,2023-06-06,,292.32,2886.9,9975.18
1702,2022-08-23,,280.63,13120.5,12136.2
1703,2024-09-18,2025-01-27,208.62,0.0,5215.5
1704,2021-08-14,2021-11-24,234.01,0.0,20124.86
1705,2023-01-30,,83.54,4749.2,96.12
1706,2020-08-02,,238.12,753.22,9485.94
1707,2020-12-02,,106.79,3497.03,3764.69
1708,2024-09-07,,108.99,119.32,10779.68
1709,2024-04-27,,237.29,6347.82,3381.07
1710,2024-04-01,,277.6,4587.59,6794.01
1711,2021-08-17,,181.17,2423.58,112.8
1712,2023-03-15,,50.51,1.06,4443.82
1713,2022-07-23,,215.99,14133.18,554.14
1714,2024-08-16,,117.25,437.88,9645.62
1715,2025-03-17,2025-03-22,217.14,0.0,14982.66
1716,2024-05-17,2025-01-13,62.82,0.0,1444.86
1717,2023-09-08,,58.88,191.83,2457.77
1718,2024-07-07,,106.42,741.76,3.18
1719,2022-02-13,,62.88,4062.3,150.66
1720,2025-03-03,,287.51,12238.66,3861.9
1721,2024-11-04,,190.96,8187.91,3460.65
1722,2023-05-08,,260.23,18674.77,61.79
1723,2023-11-11,,75.65,3351.42,52.83
1724,2023-02-24,2023-03-29,211.38,0.0,9723.48
1725,2023-12-27,,222.55,15535.55,1823.35
1726,2024-01-17,,259.53,1151.59,3260.42
1727,2022-12-30,2023-06-02,249.24,0.0,3987.84
1728,2024-05-05,,86.1,960.5,1192.0
1729,2022-03-20,,209.0,6896.27,2926.73
1730,2021-12-30,2022-10-26,87.17,0.0,8106.81
1731,2021-04-21,2021-06-14,161.9,0.0,13275.8
1732,2020-10-10,,65.34,856.35,4370.85
1733,2022-02-14,2022-12-29,95.95,0.0,3838.0
1734,2022-03-17,,164.59,6584.9,1809.19
1735,2021-10-20,2022-05-16,50.07,0.0,3204.48
1736,2020-07-18,,282.47,14151.25,819.66
1737,2021-11-18,,278.54,4768.7,3587.5
1738,2024-01-16,,222.8,346.68,6114.52
1739,2022-02-12,,297.9,3128.43,18320.37
1740,2023-07-03,,131.36,10660.67,2081.25
1741,2022-11-02,2022-11-12,122.82,0.0,1228.2
1742,2023-01-23,2023-02-12,134.6,0.0,3365.0
1743,2021-09-03,,56.57,895.33,4195.97
1744,2023-10-19,2024-06-27,210.68,0.0,13272.84
1745,2020-12-14,,265.96,2344.15,5900.61
1746,2023-12-07,,110.58,418.68,576.54
1747,2024-01-16,,136.34,7836.65,1161.79
1748,2023-10-07,2023-10-08,189.89,0.0,2468.57
1749,2021-06-09,,74.49,4192.23,1394.52
1750,2022-04-09,2024-01-14,259.6,0.0,16354.8
1751,2020-08-22,2020-08-23,219.37,0.0,11407.24
1752,2024-02-10,,141.99,8286.89,5770.12
1753,2024-06-09,,246.49,3275.82,15703.91
1754,2022-01-04,,170.97,4921.6,1233.32
1755,2023-01-05,,55.87,1833.68,680.47
1756,2020-11-10,2021-12-08,267.12,0.0,25109.28
1757,2022-09-23,,97.52,1866.51,83.89
1758,2023-09-09,2023-10-30,183.37,0.0,16136.56
1759,2023-03-12,,110.19,389.61,1153.05
1760,2023-05-03,,196.62,4530.3,3531.12
1761,2024-11-04,,267.28,1282.91,1122.61
1762,2023-03-08,,232.93,21990.25,836.89
1763,2023-07-27,,147.93,8939.59,3782.39
1764,2021-02-09,,213.23,1229.12,476.72
1765,2023-08-26,2023-09-17,93.25,0.0,746.0
1766,2023-04-26,2024-01-07,71.4,0.0,999.6
1767,2023-09-10,2023-10-17,221.26,0.0,6859.06
1768,2021-07-06,,52.33,532.15,305.13
1769,2022-09-10,,79.0,4330.46,1278.54
1770,2024-07-06,,80.11,6748.13,1022.54
1771,2021-12-02,,80.54,112.09,1096.01
1772,2023-06-11,,58.94,374.34,686.58
1773,2024-03-26,2025-01-12,262.34,0.0,2361.06
1774,2021-04-23,2024-06-06,126.55,0.0,12275.35
1775,2023-03-02,2023-03-10,234.92,0.0,13860.28
1776,2023-11-20,2023-12-07,109.39,0.0,1531.46
1777,2024-04-18,,162.92,13765.65,1711.75
1778,2021-10-29,2021-11-13,275.96,0.0,23180.64
1779,2023-09-14,,255.21,3643.33,2481.71
1780,2023-05-28,,148.43,941.92,7963.88
1781,2021-03-26,2022-11-15,117.77,0.0,824.39
1782,2022-10-13,,50.76,515.65,4205.03
1783,2022-12-01,,271.6,2028.98,5847.42
1784,2023-06-26,2023-09-16,190.48,0.0,17143.2
1785,2022-05-08,,90.99,755.83,609.02
1786,2024-05-30,,145.34,7667.42,471.62
1787,2022-11-12,,206.2,8908.12,11711.88
1788,2024-06-27,,195.8,508.07,16526.53
1789,2021-04-09,,299.34,17509.4,151.66
1790,2023-07-19,2023-09-05,219.69,0.0,2416.59
1791,2024-02-16,,294.02,1664.37,13624.67
1792,2025-03-03,,115.31,6247.69,440.29
1793,2023-11-08,2023-11-11,208.92,0.0,16504.68
1794,2024-02-03,2024-03-13,102.62,0.0,6978.16
1795,2023-12-15,,79.72,2970.37,2291.15
1796,2021-12-27,,134.75,1059.9,2982.6
1797,2022-07-05,,284.91,639.4,5343.71
1798,2020-10-21,,122.78,4041.41,3202.61
1799,2022-05-01,,68.75,2325.47,768.28
1800,2023-04-13,,256.61,1626.93,425.95
1801,2024-03-14,2024-06-30,74.21,0.0,4155.76
1802,2023-10-07,2023-11-17,166.01,0.0,11122.67
1803,2022-03-10,,273.95,2167.59,845.86
1804,2023-09-03,2023-10-10,260.02,0.0,15861.22
1805,2022-02-17,2022-02-24,264.3,0.0,2378.7
1806,2022-09-10,,125.57,4611.57,2545.92
1807,2021-02-27,,150.18,702.67,4853.99
1808,2024-08-09,2024-10-28,108.32,0.0,4549.44
1809,2024-02-26,,107.96,3325.39,6067.13
1810,2024-08-08,2025-01-03,182.16,0.0,5829.12
1811,2022-06-19,,171.8,6951.14,1295.26
1812,2024-12-21,2024-12-22,247.37,0.0,6184.25
1813,2022-09-19,2022-12-20,233.79,0.0,16599.09
1814,2023-11-05,,226.42,1259.8,3495.02
1815,2024-02-24,2024-03-02,214.76,0.0,20831.72
1816,2022-06-26,,270.9,2060.17,6066.83
1817,2022-02-24,,84.36,4823.29,3275.27
1818,2024-11-12,,283.89,1034.61,952.62
1819,2024-06-27,,285.95,2566.46,1436.84
1820,2025-03-05,2025-04-30,211.4,0.0,7821.8
1821,2022-05-02,,126.08,2088.5,6358.86
1822,2024-01-23,,61.46,747.05,1096.75
1823,2023-12-29,,177.09,6077.64,4901.94
1824,2024-04-25,2024-04-27,276.95,0.0,23817.7
1825,2023-11-23,2023-11-30,293.02,0.0,19046.3
1826,2024-07-27,,129.0,2178.89,5303.11
1827,2024-06-25,2024-06-29,154.14,0.0,11406.36
1828,2022-10-06,,100.74,5068.33,371.63
1829,2022-12-09,2022-12-10,65.35,0.0,6404.3
1830,2020-12-08,,81.6,4348.64,1444.96
1831,2021-03-01,,78.62,1250.1,1029.88
1832,2024-01-15,,90.84,919.14,3622.86
1833,2025-04-10,2025-04-10,112.96,0.0,10279.36
1834,2024-05-29,2024-06-07,193.1,0.0,15834.2
1835,2024-02-01,,264.01,5637.85,4394.53
1836,2022-03-26,,202.58,2806.93,16438.17
1837,2024-01-04,2024-01-10,167.13,0.0,15543.09
1838,2023-03-18,,65.69,757.7,2526.8
1839,2023-09-29,2024-08-27,187.28,0.0,8240.32
1840,2022-10-02,,114.88,1973.69,6412.55
1841,2024-04-14,2024-04-17,289.43,0.0,24890.98
1842,2023-06-05,,251.3,4019.34,504.06
1843,2023-02-11,,150.91,508.99,1452.84
1844,2020-08-01,,173.81,1600.28,659.25
1845,2024-01-04,,153.85,12992.99,1776.61
1846,2022-09-12,,180.68,5030.52,9062.52
1847,2024-06-21,2024-07-12,95.34,0.0,3527.58
1848,2023-03-27,,209.47,4973.47,9898.9
1849,2024-03-17,,128.86,1244.31,1848.33
1850,2023-03-26,,239.62,1760.88,6146.58
1851,2021-03-09,,267.99,163.69,4392.14
1852,2021-06-19,,256.66,11046.77,1016.25
1853,2023-09-05,,255.71,8343.14,6999.46
1854,2021-05-09,2022-08-25,188.38,0.0,5463.02
1855,2023-02-19,,279.56,7703.6,20252.4
1856,2024-01-03,2025-02-07,124.98,0.0,6998.88
1857,2022-03-08,,239.14,14886.92,657.18
1858,2023-12-05,2024-04-10,157.15,0.0,13986.35
1859,2024-04-08,2024-07-13,250.4,0.0,8012.8
1860,2024-03-25,,204.02,4477.8,9803.6
1861,2023-12-25,,125.07,7745.44,3510.86
1862,2023-05-27,,237.9,1906.1,11654.2
1863,2021-07-30,2022-05-26,55.75,0.0,1226.5
1864,2021-03-26,,240.3,13456.35,6969.15
1865,2024-01-13,2024-10-05,268.71,0.0,4568.07
1866,2021-10-19,,176.32,3431.83,10673.77
1867,2023-01-29,,124.52,6769.04,577.64
1868,2021-11-12,,293.11,459.72,26506.4
1869,2022-08-19,2022-08-29,267.3,0.0,10692.0
1870,2021-11-14,,99.01,471.62,1310.56
1871,2021-06-10,,193.58,5994.38,10266.34
1872,2022-01-30,2022-09-10,214.49,0.0,17588.18
1873,2023-10-11,,210.86,433.98,9054.72
1874,2023-10-03,2024-03-06,296.76,0.0,17212.08
1875,2021-08-03,,102.55,2804.9,1604.75
1876,2022-11-20,2022-12-01,50.75,0.0,4009.25
1877,2024-11-09,,94.77,161.45,4482.28
1878,2023-04-30,,264.61,777.39,22243.68
1879,2024-06-18,2024-07-10,297.69,0.0,27387.48
1880,2023-08-14,,239.18,1014.04,20751.34
1881,2023-12-25,,108.61,2115.61,7333.46
1882,2020-11-22,2020-11-25,174.4,0.0,16044.8
1883,2023-09-17,,88.79,527.68,5598.83
1884,2022-09-11,,201.53,1900.82,2734.37
1885,2023-11-26,2024-03-17,196.74,0.0,4525.02
1886,2021-12-08,,228.76,16165.02,763.22
1887,2023-03-01,,152.38,4139.15,9117.91
1888,2023-09-08,,198.13,6378.55,12047.54
1889,2022-08-06,,146.57,1209.56,8757.2
1890,2021-12-31,,139.45,4685.15,8980.95
1891,2022-02-01,,268.67,15188.08,6036.85
1892,2023-04-24,,140.29,1532.88,571.47
1893,2023-04-12,,240.79,530.85,23066.57
1894,2021-10-18,2022-01-30,77.4,0.0,1315.8
1895,2023-11-01,,282.02,425.5,5778.94
1896,2022-12-10,,279.22,22563.79,1449.13
1897,2024-05-29,,294.28,1807.49,252.47
1898,2024-05-28,2024-07-14,105.35,0.0,10324.3
1899,2021-11-05,2022-07-28,148.27,0.0,3855.02
1900,2025-03-30,2025-05-04,210.79,0.0,9485.55
1901,2022-04-26,2022-05-03,53.4,0.0,5233.2
1902,2024-06-21,,172.96,2526.22,68.18
1903,2021-02-10,,165.14,6325.37,6555.55
1904,2024-04-25,,128.0,1803.63,4596.37
1905,2024-10-04,,99.56,5185.94,2281.06
1906,2023-09-02,2023-10-13,90.53,0.0,2172.72
1907,2023-07-02,,133.9,4344.85,4626.45
1908,2020-09-16,,240.51,10998.32,1748.71
1909,2022-11-17,,53.8,806.58,215.62
1910,2025-01-17,,219.47,19416.82,554.95
1911,2021-10-24,,285.61,3434.22,2563.59
1912,2023-06-11,,179.54,3385.85,7745.63
1913,2021-09-20,2023-12-18,53.85,0.0,3338.7
1914,2022-11-03,,152.72,66.5,1155.26
1915,2024-11-26,,61.37,682.9,114.91
1916,2023-11-08,,108.87,942.88,9508.64
1917,2022-12-09,2023-05-01,151.57,0.0,2121.98
1918,2021-11-13,2021-11-14,171.93,0.0,3266.67
1919,2021-09-09,,195.72,2966.81,2904.79
1920,2023-04-02,,267.52,4138.25,21811.19
1921,2023-05-08,,101.62,247.77,1073.29
1922,2022-06-03,,66.37,2127.42,2385.74
1923,2024-06-06,,113.87,3157.21,1397.59
1924,2021-12-01,,63.04,1279.44,1494.32
1925,2023-11-15,2024-11-04,229.21,0.0,19941.27
1926,2024-05-04,,293.1,20553.13,8463.77
1927,2023-01-05,,75.59,914.89,4452.0
1928,2024-07-30,,137.97,6898.7,5380.63
1929,2021-12-31,,258.11,7900.37,14038.98
1930,2023-10-05,2024-06-16,87.84,0.0,2371.68
1931,2022-04-14,2022-05-17,222.66,0.0,8461.08
1932,2024-09-11,2024-12-06,278.78,0.0,6969.5
1933,2023-05-05,,89.0,4671.36,3160.64
1934,2023-09-03,,236.1,5532.27,134.13
1935,2023-01-24,2023-03-25,151.45,0.0,9541.35
1936,2023-12-06,2024-04-21,221.64,0.0,21499.08
1937,2022-10-11,2024-02-03,143.48,0.0,1721.76
1938,2024-03-26,,50.27,3215.13,1711.33
1939,2020-09-22,,118.13,5055.53,732.84
1940,2023-07-27,,58.3,2804.35,1684.75
1941,2024-06-03,,79.95,3504.78,1612.02
1942,2024-01-23,2024-04-11,102.95,0.0,2779.65
1943,2023-03-23,,247.51,168.88,2306.22
1944,2024-01-30,,191.6,11262.07,7514.73
1945,2024-05-22,2024-06-17,222.74,0.0,14478.1
1946,2023-03-08,,87.6,1277.33,1438.27
1947,2023-11-17,2023-11-22,181.07,0.0,1448.56
1948,2023-03-09,2023-03-10,119.68,0.0,2273.92
1949,2023-10-04,,127.75,3388.61,4787.39
1950,2022-10-27,,270.96,15098.21,9288.19
1951,2024-04-03,,156.82,4841.17,8958.99
1952,2023-12-03,,166.23,1246.29,249.78
1953,2022-09-16,,254.38,6135.74,4039.46
1954,2022-06-20,2023-10-06,268.08,0.0,4021.2
1955,2024-04-19,,69.23,2278.94,2359.47
1956,2022-08-06,,220.39,1210.84,4739.69
1957,2024-01-28,,67.67,2764.23,1363.64
1958,2024-01-09,,282.27,2041.45,17999.72
1959,2024-01-14,,253.41,3880.92,3467.97
1960,2024-01-01,,95.63,3022.77,2141.25
1961,2021-11-23,,56.31,297.1,1279.58
1962,2024-05-09,,88.85,611.84,187.81
1963,2023-12-03,2023-12-03,251.12,0.0,10295.92
1964,2024-07-06,2024-07-10,175.83,0.0,7033.2
1965,2020-11-01,,193.53,10644.41,2902.69
1966,2020-08-29,,257.25,10625.87,10725.88
1967,2024-06-28,,230.96,8606.1,170.38
1968,2025-02-04,,244.43,1963.76,9524.45
1969,2022-12-18,,249.31,6869.09,16316.74
1970,2024-05-05,2024-05-20,148.09,0.0,11699.11
1971,2024-01-17,,140.37,621.93,1483.62
1972,2024-09-30,2025-02-18,245.82,0.0,4424.76
1973,2024-04-26,2024-06-20,233.86,0.0,11225.28
1974,2023-12-12,,220.05,14083.16,1320.34
1975,2023-02-26,,195.74,1448.98,1682.86
1976,2024-03-25,,276.43,108.02,3485.57
1977,2023-09-30,,289.47,27.8,15314.11
1978,2022-06-03,2022-07-05,193.34,0.0,9473.66
1979,2023-09-05,,51.13,1601.03,393.04
1980,2021-12-14,2022-01-16,166.98,0.0,6512.22
1981,2023-08-28,,76.93,1521.67,5863.61
1982,2023-09-08,2024-09-13,101.0,0.0,6363.0
1983,2021-12-03,,131.73,2403.76,6685.61
1984,2023-03-25,,288.99,160.6,4463.24
1985,2022-08-04,2022-09-07,224.19,0.0,3138.66
1986,2023-11-18,,115.12,2788.27,895.57
1987,2022-12-01,,280.76,2658.39,3518.33
1988,2022-05-02,2022-06-09,154.4,0.0,14204.8
1989,2024-02-02,,292.96,4432.61,12852.03
1990,2023-09-25,,134.68,3163.69,876.71
1991,2022-09-26,,118.18,2134.53,1765.41
1992,2021-11-05,2023-05-25,257.81,0.0,13663.93
1993,2022-02-05,,109.84,1270.07,267.69
1994,2025-05-01,,296.82,9696.53,7815.85
1995,2023-02-12,2023-05-21,98.84,0.0,8203.72
1996,2022-02-14,,281.4,13101.28,10817.72
1997,2024-02-28,,269.26,425.72,16268.4
1998,2021-08-20,,185.38,1769.92,16397.32
1999,2024-05-22,,136.42,1435.9,6476.46
2000,2024-07-29,,138.95,3061.84,9304.71
2001,2023-10-17,2023-10-30,97.46,0.0,3021.26
2002,2022-08-31,,255.74,8971.97,2280.59
2003,2022-12-03,,270.51,10226.69,7085.95
2004,2021-07-31,,151.75,5234.73,3566.77
2005,2021-11-10,,136.77,1564.74,2401.59
2006,2022-09-02,,82.12,1441.33,1679.23
2007,2024-06-16,,87.62,2778.63,1339.51
2008,2022-09-02,,71.29,1620.38,3868.95
2009,2024-08-07,,150.34,6924.7,1193.66
2010,2022-07-28,2022-10-20,244.5,0.0,6112.5
2011,2023-03-25,,253.59,98.4,2691.09
2012,2023-08-13,,138.41,890.7,1462.27
2013,2024-05-13,2024-09-10,75.64,0.0,7337.08
2014,2022-10-11,2024-06-05,174.76,0.0,12233.2
2015,2024-02-18,,72.01,5343.35,1425.59
2016,2022-07-11,,61.19,5490.39,567.42
2017,2023-02-10,2023-03-17,170.4,0.0,4941.6
2018,2024-08-21,,145.54,3446.08,920.12
2019,2022-12-03,,232.58,8867.42,4622.22
2020,2024-10-17,,248.66,4709.07,9215.89
2021,2023-06-26,,191.49,585.0,7457.58
2022,2023-10-17,,206.31,4763.12,1219.87
2023,2023-02-23,,258.56,14480.67,1808.61
2024,2023-07-11,2023-07-14,145.73,0.0,1020.11
2025,2024-01-04,,180.26,15010.07,1393.59
2026,2023-02-17,2023-04-03,88.56,0.0,3099.6
2027,2023-07-22,2023-10-04,202.04,0.0,9091.8
2028,2023-11-22,2024-02-26,67.38,0.0,5929.44
2029,2021-12-22,,147.67,239.29,11574.31
2030,2023-05-26,,106.37,2532.79,4381.26
2031,2024-09-12,,180.3,3672.2,5883.7
2032,2024-05-20,,146.0,1182.36,5387.64
2033,2023-03-25,,203.93,16055.28,3318.07
2034,2023-07-31,,275.87,16138.06,9241.98
2035,2023-06-13,2023-11-21,117.76,0.0,6005.76
2036,2024-01-01,,263.87,16652.57,235.11
2037,2024-02-19,,132.05,10361.16,598.99
2038,2024-05-06,,68.61,1752.69,374.22
2039,2023-07-14,2023-07-27,296.82,0.0,24042.42
2040,2023-05-11,2024-08-19,63.96,0.0,767.52
2041,2022-08-21,,166.74,5539.54,4298.12
2042,2021-08-13,2023-04-29,229.26,0.0,17423.76
2043,2020-10-27,2023-04-12,149.44,0.0,1942.72
2044,2021-06-07,2021-06-25,141.12,0.0,4374.72
2045,2024-01-16,,283.8,12835.54,7030.46
2046,2022-08-07,,51.12,449.1,573.3
2047,2021-10-04,2021-10-19,266.08,0.0,3459.04
2048,2021-12-02,2022-01-09,204.06,0.0,9590.82
2049,2024-04-11,,61.6,2743.97,3292.83
2050,2021-02-01,2021-02-21,226.03,0.0,6328.84
2051,2023-08-28,,209.85,4299.22,947.03
2052,2022-04-02,,93.64,2374.14,6147.1
2053,2023-09-15,,110.87,9722.79,1031.6
2054,2021-12-11,2022-03-02,82.89,0.0,6714.09
2055,2023-03-02,,105.9,90.76,8910.74
2056,2022-02-20,2022-04-15,259.0,0.0,23828.0
2057,2023-05-13,2024-05-23,83.37,0.0,8003.52
2058,2023-07-19,,216.84,9175.38,7738.14
2059,2024-02-07,2024-02-17,155.82,0.0,4830.42
2060,2023-06-02,,218.14,3961.95,6072.49
2061,2023-09-08,,140.54,5960.21,3455.97
2062,2021-10-22,2023-11-19,276.21,0.0,4419.36
2063,2024-01-31,,143.32,1907.32,959.08
2064,2022-09-23,,142.42,2126.89,6703.15
2065,2022-04-11,,194.82,3537.83,6787.63
2066,2020-12-14,,217.61,12611.03,4797.77
2067,2023-11-25,2023-12-09,247.04,0.0,18775.04
2068,2024-12-08,,196.99,4640.52,5405.97
2069,2024-12-10,,261.63,3362.24,2393.62
2070,2024-04-22,2024-12-12,217.85,0.0,8060.45
2071,2022-08-08,,214.51,132.32,1583.76
2072,2022-07-20,,101.37,1537.35,2314.71
2073,2023-12-31,,169.16,1737.75,11287.57
2074,2024-03-18,2025-01-27,174.5,0.0,872.5
