ID Caso,Horas Trabajadas,Gastos Administrativos,Otros Recursos,Monto Otros Recursos,Descripción
439,77,490.61,"Desplazamientos, Gastos de investigación, Gastos de digitalización",948.31,"Desplazamientos: $397.81, Gastos de investigación: $319.95, Gastos de digitalización: $230.55"
440,62,633.56,"Gastos de archivo, Honorarios de testigos, Desplazamientos",766.6600000000001,"Gastos de archivo: $362.91, Honorarios de testigos: $303.32, Desplazamientos: $100.43"
441,9,934.71,"Gastos de digitalización, Gastos de correspondencia, Traducción de documentos",860.77,"Gastos de digitalización: $486.92, Gastos de correspondencia: $215.78, Traducción de documentos: $158.07"
442,99,421.23,"Gastos de conciliación, Gastos de mensajería, Gastos de mediación, Consultoría externa",1006.71,"Gastos de conciliación: $402.1, Gastos de mensajería: $324.42, Gastos de mediación: $208.27, Consultoría externa: $71.92"
443,100,558.63,"Desplazamientos, Gastos de investigación, Tasas judiciales, Copias certificadas, Honorarios de testigos",1514.44,"Desplazamientos: $293.6, Gastos de investigación: $297.95, Tasas judiciales: $378.87, Copias certificadas: $270.53, Honorarios de testigos: $273.49"
444,41,447.97,"Copias certificadas, Honorarios de testigos, Gastos de archivo, Gastos de conciliación, Gastos de investigación",1155.67,"Copias certificadas: $355.14, Honorarios de testigos: $199.89, Gastos de archivo: $297.53, Gastos de conciliación: $147.27, Gastos de investigación: $155.84"
445,65,795.72,Notificaciones,207.8,Notificaciones: $207.8
446,83,676.37,"Peritaje, Gastos de mediación",385.36,"Peritaje: $220.98, Gastos de mediación: $164.38"
447,53,710.42,"Traducción de documentos, Gastos de archivo, Gastos de correspondencia, Gastos de digitalización",903.89,"Traducción de documentos: $239.1, Gastos de archivo: $313.37, Gastos de correspondencia: $135.12, Gastos de digitalización: $216.3"
448,14,436.52,"Tasas judiciales, Consultoría externa, Copias certificadas, Peritaje, Honorarios de testigos",1693.76,"Tasas judiciales: $338.63, Consultoría externa: $288.67, Copias certificadas: $282.02, Peritaje: $382.12, Honorarios de testigos: $402.32"
449,47,593.97,"Peritaje, Notificaciones",493.74,"Peritaje: $319.2, Notificaciones: $174.54"
450,66,462.91,Notificaciones,301.34,Notificaciones: $301.34
451,80,613.53,"Gastos de mensajería, Gastos de mediación",469.21000000000004,"Gastos de mensajería: $215.78, Gastos de mediación: $253.43"
452,21,559.61,"Gastos de archivo, Copias certificadas",427.38,"Gastos de archivo: $87.22, Copias certificadas: $340.16"
453,6,859.59,"Gastos de archivo, Gastos de investigación",549.1600000000001,"Gastos de archivo: $174.61, Gastos de investigación: $374.55"
454,87,534.12,Honorarios de testigos,196.55,Honorarios de testigos: $196.55
455,97,322.87,"Traducción de documentos, Tasas judiciales, Gastos de mensajería, Copias certificadas, Gastos de correspondencia",1439.24,"Traducción de documentos: $461.58, Tasas judiciales: $351.19, Gastos de mensajería: $145.26, Copias certificadas: $338.33, Gastos de correspondencia: $142.88"
456,14,242.13,"Tasas judiciales, Honorarios de testigos, Peritaje",1034.91,"Tasas judiciales: $435.67, Honorarios de testigos: $113.33, Peritaje: $485.91"
457,70,442.48,Gastos de mediación,404.25,Gastos de mediación: $404.25
458,52,582.26,"Desplazamientos, Notificaciones, Gastos de archivo",400.40999999999997,"Desplazamientos: $165.46, Notificaciones: $139.76, Gastos de archivo: $95.19"
459,63,339.42,"Consultoría externa, Honorarios de testigos, Gastos de digitalización, Peritaje, Desplazamientos",1651.28,"Consultoría externa: $307.68, Honorarios de testigos: $172.52, Gastos de digitalización: $398.3, Peritaje: $310.64, Desplazamientos: $462.14"
460,96,273.66,"Notificaciones, Gastos de digitalización, Tasas judiciales",884.8299999999999,"Notificaciones: $400.78, Gastos de digitalización: $316.85, Tasas judiciales: $167.2"
461,79,163.9,"Traducción de documentos, Peritaje",384.12,"Traducción de documentos: $98.06, Peritaje: $286.06"
462,86,974.02,"Gastos de correspondencia, Gastos de archivo, Gastos de investigación, Traducción de documentos, Copias certificadas",1843.29,"Gastos de correspondencia: $481.72, Gastos de archivo: $393.2, Gastos de investigación: $438.2, Traducción de documentos: $313.8, Copias certificadas: $216.37"
463,72,133.83,"Gastos de conciliación, Consultoría externa, Gastos de investigación",547.51,"Gastos de conciliación: $84.9, Consultoría externa: $90.12, Gastos de investigación: $372.49"
464,63,979.91,Gastos de investigación,91.63,Gastos de investigación: $91.63
465,92,355.45,"Gastos de mensajería, Gastos de digitalización",932.23,"Gastos de mensajería: $473.36, Gastos de digitalización: $458.87"
466,5,813.74,"Traducción de documentos, Gastos de digitalización",522.8,"Traducción de documentos: $153.73, Gastos de digitalización: $369.07"
467,94,175.02,"Gastos de archivo, Gastos de mensajería",478.22,"Gastos de archivo: $51.78, Gastos de mensajería: $426.44"
468,90,849.88,"Desplazamientos, Gastos de correspondencia, Peritaje",1340.56,"Desplazamientos: $463.25, Gastos de correspondencia: $410.65, Peritaje: $466.66"
469,92,812.27,Desplazamientos,72.83,Desplazamientos: $72.83
470,72,995.69,Peritaje,248.67,Peritaje: $248.67
471,55,764.33,"Honorarios de testigos, Notificaciones",418.13,"Honorarios de testigos: $83.55, Notificaciones: $334.58"
472,5,160.64,"Gastos de mensajería, Gastos de investigación",300.09000000000003,"Gastos de mensajería: $98.01, Gastos de investigación: $202.08"
473,82,209.66,"Gastos de investigación, Gastos de digitalización, Traducción de documentos",968.47,"Gastos de investigación: $287.95, Gastos de digitalización: $479.42, Traducción de documentos: $201.1"
474,30,160.6,"Desplazamientos, Honorarios de testigos, Gastos de mediación, Peritaje",1199.69,"Desplazamientos: $113.22, Honorarios de testigos: $203.24, Gastos de mediación: $473.17, Peritaje: $410.06"
475,94,526.1,"Consultoría externa, Traducción de documentos, Tasas judiciales",653.51,"Consultoría externa: $341.06, Traducción de documentos: $94.51, Tasas judiciales: $217.94"
476,12,626.41,"Notificaciones, Gastos de mediación, Gastos de conciliación",405.58,"Notificaciones: $186.81, Gastos de mediación: $130.23, Gastos de conciliación: $88.54"
477,92,199.14,"Notificaciones, Gastos de archivo, Gastos de digitalización",732.1800000000001,"Notificaciones: $459.72, Gastos de archivo: $171.65, Gastos de digitalización: $100.81"
478,15,105.15,"Honorarios de testigos, Gastos de mediación, Gastos de digitalización, Desplazamientos, Gastos de archivo",1121.17,"Honorarios de testigos: $311.49, Gastos de mediación: $311.22, Gastos de digitalización: $178.03, Desplazamientos: $125.78, Gastos de archivo: $194.65"
479,25,901.03,Traducción de documentos,252.6,Traducción de documentos: $252.6
480,84,451.9,"Gastos de mediación, Gastos de mensajería, Desplazamientos",1086.8200000000002,"Gastos de mediación: $328.22, Gastos de mensajería: $276.44, Desplazamientos: $482.16"
481,43,701.22,"Traducción de documentos, Gastos de mediación, Consultoría externa, Notificaciones, Tasas judiciales",1253.35,"Traducción de documentos: $133.98, Gastos de mediación: $409.68, Consultoría externa: $106.08, Notificaciones: $347.93, Tasas judiciales: $255.68"
482,18,272.25,"Gastos de mensajería, Gastos de mediación, Gastos de investigación",1292.78,"Gastos de mensajería: $309.52, Gastos de mediación: $498.26, Gastos de investigación: $485.0"
483,19,890.04,"Gastos de investigación, Peritaje, Traducción de documentos, Gastos de conciliación, Copias certificadas",708.4,"Gastos de investigación: $77.74, Peritaje: $191.59, Traducción de documentos: $111.83, Gastos de conciliación: $96.05, Copias certificadas: $231.19"
484,35,453.76,"Gastos de mensajería, Gastos de mediación, Peritaje, Gastos de digitalización, Notificaciones",1165.67,"Gastos de mensajería: $116.4, Gastos de mediación: $376.94, Peritaje: $380.65, Gastos de digitalización: $163.31, Notificaciones: $128.37"
485,85,322.21,"Gastos de conciliación, Notificaciones",167.26,"Gastos de conciliación: $54.51, Notificaciones: $112.75"
486,37,832.19,"Copias certificadas, Consultoría externa",650.69,"Copias certificadas: $240.76, Consultoría externa: $409.93"
487,8,940.29,"Gastos de conciliación, Notificaciones, Gastos de archivo",1099.26,"Gastos de conciliación: $463.42, Notificaciones: $139.06, Gastos de archivo: $496.78"
488,73,538.12,"Gastos de mediación, Desplazamientos, Tasas judiciales, Gastos de mensajería",1249.65,"Gastos de mediación: $73.31, Desplazamientos: $292.59, Tasas judiciales: $444.43, Gastos de mensajería: $439.32"
489,10,296.8,"Notificaciones, Gastos de conciliación, Gastos de mensajería",661.0699999999999,"Notificaciones: $429.28, Gastos de conciliación: $73.29, Gastos de mensajería: $158.5"
490,52,832.94,Peritaje,359.57,Peritaje: $359.57
491,96,410.2,"Gastos de mensajería, Gastos de conciliación",746.46,"Gastos de mensajería: $257.88, Gastos de conciliación: $488.58"
492,49,699.78,Desplazamientos,385.22,Desplazamientos: $385.22
493,90,778.1,"Tasas judiciales, Gastos de digitalización",621.24,"Tasas judiciales: $245.48, Gastos de digitalización: $375.76"
494,79,252.33,"Copias certificadas, Consultoría externa",758.12,"Copias certificadas: $345.9, Consultoría externa: $412.22"
495,78,663.9,"Gastos de correspondencia, Desplazamientos",828.26,"Gastos de correspondencia: $341.65, Desplazamientos: $486.61"
496,63,417.05,"Gastos de investigación, Desplazamientos, Consultoría externa, Peritaje, Tasas judiciales",1473.56,"Gastos de investigación: $448.09, Desplazamientos: $381.92, Consultoría externa: $67.88, Peritaje: $131.29, Tasas judiciales: $444.38"
497,88,311.74,"Traducción de documentos, Consultoría externa",541.64,"Traducción de documentos: $326.39, Consultoría externa: $215.25"
498,97,833.59,"Gastos de archivo, Notificaciones, Gastos de investigación, Traducción de documentos, Gastos de conciliación",1246.22,"Gastos de archivo: $136.03, Notificaciones: $162.25, Gastos de investigación: $368.2, Traducción de documentos: $373.96, Gastos de conciliación: $205.78"
499,88,620.08,"Honorarios de testigos, Peritaje, Gastos de mediación, Consultoría externa",1057.7,"Honorarios de testigos: $298.21, Peritaje: $398.45, Gastos de mediación: $183.89, Consultoría externa: $177.15"
500,56,163.62,"Tasas judiciales, Desplazamientos, Consultoría externa",824.82,"Tasas judiciales: $237.27, Desplazamientos: $481.19, Consultoría externa: $106.36"
501,6,351.53,"Gastos de correspondencia, Gastos de archivo, Honorarios de testigos",650.08,"Gastos de correspondencia: $82.83, Gastos de archivo: $401.51, Honorarios de testigos: $165.74"
502,100,737.18,"Gastos de archivo, Honorarios de testigos, Gastos de digitalización",934.0899999999999,"Gastos de archivo: $95.37, Honorarios de testigos: $417.71, Gastos de digitalización: $421.01"
503,83,772.89,"Traducción de documentos, Gastos de archivo, Desplazamientos",603.0,"Traducción de documentos: $143.68, Gastos de archivo: $359.94, Desplazamientos: $99.38"
504,17,461.71,"Tasas judiciales, Gastos de mensajería, Honorarios de testigos, Traducción de documentos",1498.45,"Tasas judiciales: $352.64, Gastos de mensajería: $489.8, Honorarios de testigos: $413.01, Traducción de documentos: $243.0"
505,82,915.05,"Gastos de mediación, Peritaje, Gastos de mensajería",683.32,"Gastos de mediación: $79.2, Peritaje: $156.81, Gastos de mensajería: $447.31"
506,38,808.16,"Desplazamientos, Gastos de digitalización",795.4100000000001,"Desplazamientos: $365.93, Gastos de digitalización: $429.48"
507,10,842.98,"Gastos de correspondencia, Gastos de digitalización",502.71000000000004,"Gastos de correspondencia: $355.29, Gastos de digitalización: $147.42"
508,71,573.7,Gastos de correspondencia,406.6,Gastos de correspondencia: $406.6
509,97,713.79,"Honorarios de testigos, Gastos de digitalización",437.64,"Honorarios de testigos: $188.24, Gastos de digitalización: $249.4"
510,22,497.11,Traducción de documentos,456.42,Traducción de documentos: $456.42
511,79,989.22,"Gastos de correspondencia, Gastos de digitalización, Copias certificadas, Traducción de documentos",1048.97,"Gastos de correspondencia: $89.46, Gastos de digitalización: $322.85, Copias certificadas: $479.29, Traducción de documentos: $157.37"
512,73,400.9,"Copias certificadas, Peritaje",796.79,"Copias certificadas: $417.39, Peritaje: $379.4"
513,38,935.0,Peritaje,155.69,Peritaje: $155.69
514,7,237.76,"Gastos de mensajería, Consultoría externa, Honorarios de testigos, Gastos de mediación",309.08,"Gastos de mensajería: $91.71, Consultoría externa: $66.85, Honorarios de testigos: $70.04, Gastos de mediación: $80.48"
515,37,140.99,Consultoría externa,89.26,Consultoría externa: $89.26
516,59,523.52,Desplazamientos,335.48,Desplazamientos: $335.48
517,85,616.55,"Notificaciones, Gastos de conciliación",384.44000000000005,"Notificaciones: $78.9, Gastos de conciliación: $305.54"
518,6,546.02,"Peritaje, Gastos de mensajería",324.59000000000003,"Peritaje: $134.47, Gastos de mensajería: $190.12"
519,31,140.49,"Traducción de documentos, Peritaje",314.96000000000004,"Traducción de documentos: $235.11, Peritaje: $79.85"
520,55,363.07,Traducción de documentos,55.39,Traducción de documentos: $55.39
521,35,978.19,"Gastos de mediación, Tasas judiciales, Gastos de archivo",520.42,"Gastos de mediación: $186.56, Tasas judiciales: $71.3, Gastos de archivo: $262.56"
522,92,723.2,"Gastos de archivo, Honorarios de testigos",677.75,"Gastos de archivo: $240.47, Honorarios de testigos: $437.28"
523,15,946.85,"Desplazamientos, Gastos de conciliación, Gastos de digitalización, Traducción de documentos",1491.47,"Desplazamientos: $369.85, Gastos de conciliación: $410.33, Gastos de digitalización: $319.96, Traducción de documentos: $391.33"
524,96,518.25,"Tasas judiciales, Desplazamientos, Gastos de correspondencia, Gastos de mediación",817.72,"Tasas judiciales: $247.08, Desplazamientos: $216.98, Gastos de correspondencia: $78.61, Gastos de mediación: $275.05"
525,32,300.89,Consultoría externa,486.93,Consultoría externa: $486.93
526,86,347.42,"Peritaje, Gastos de mensajería",429.17999999999995,"Peritaje: $278.01, Gastos de mensajería: $151.17"
527,37,680.68,"Honorarios de testigos, Gastos de mediación, Consultoría externa",936.9300000000001,"Honorarios de testigos: $234.45, Gastos de mediación: $279.41, Consultoría externa: $423.07"
528,97,127.56,"Gastos de mensajería, Traducción de documentos",746.82,"Gastos de mensajería: $292.35, Traducción de documentos: $454.47"
529,79,888.74,"Gastos de mediación, Gastos de investigación, Peritaje",594.87,"Gastos de mediación: $161.59, Gastos de investigación: $335.16, Peritaje: $98.12"
530,70,673.8,"Gastos de correspondencia, Gastos de archivo",590.73,"Gastos de correspondencia: $97.72, Gastos de archivo: $493.01"
531,55,640.86,"Peritaje, Honorarios de testigos",877.5,"Peritaje: $455.24, Honorarios de testigos: $422.26"
532,79,326.5,Gastos de investigación,303.59,Gastos de investigación: $303.59
533,34,277.5,"Honorarios de testigos, Gastos de digitalización, Desplazamientos, Tasas judiciales, Peritaje",1179.56,"Honorarios de testigos: $113.12, Gastos de digitalización: $74.54, Desplazamientos: $260.72, Tasas judiciales: $335.7, Peritaje: $395.48"
534,40,387.65,"Honorarios de testigos, Gastos de investigación, Gastos de digitalización",556.74,"Honorarios de testigos: $206.71, Gastos de investigación: $201.46, Gastos de digitalización: $148.57"
535,9,934.42,"Gastos de mediación, Gastos de archivo, Gastos de investigación, Desplazamientos, Tasas judiciales",1892.83,"Gastos de mediación: $260.59, Gastos de archivo: $485.46, Gastos de investigación: $443.54, Desplazamientos: $292.12, Tasas judiciales: $411.12"
536,96,134.83,"Gastos de conciliación, Traducción de documentos",457.10999999999996,"Gastos de conciliación: $393.03, Traducción de documentos: $64.08"
537,91,988.45,"Peritaje, Gastos de conciliación, Gastos de digitalización",1087.33,"Peritaje: $328.35, Gastos de conciliación: $272.52, Gastos de digitalización: $486.46"
538,42,120.69,"Honorarios de testigos, Gastos de investigación, Tasas judiciales, Consultoría externa",1463.35,"Honorarios de testigos: $361.78, Gastos de investigación: $451.63, Tasas judiciales: $175.77, Consultoría externa: $474.17"
539,44,370.56,"Desplazamientos, Gastos de correspondencia, Tasas judiciales, Traducción de documentos, Consultoría externa",1474.64,"Desplazamientos: $238.3, Gastos de correspondencia: $477.97, Tasas judiciales: $117.02, Traducción de documentos: $245.03, Consultoría externa: $396.32"
540,68,205.72,"Gastos de archivo, Consultoría externa, Desplazamientos",420.29999999999995,"Gastos de archivo: $261.51, Consultoría externa: $101.74, Desplazamientos: $57.05"
541,6,693.65,"Honorarios de testigos, Tasas judiciales",761.27,"Honorarios de testigos: $399.45, Tasas judiciales: $361.82"
542,8,577.1,"Gastos de mensajería, Gastos de digitalización",459.71,"Gastos de mensajería: $219.29, Gastos de digitalización: $240.42"
543,66,151.34,"Gastos de archivo, Gastos de conciliación, Gastos de digitalización",1082.92,"Gastos de archivo: $355.69, Gastos de conciliación: $389.64, Gastos de digitalización: $337.59"
544,34,857.33,"Traducción de documentos, Gastos de conciliación, Tasas judiciales, Gastos de digitalización, Gastos de archivo",1646.58,"Traducción de documentos: $317.66, Gastos de conciliación: $383.31, Tasas judiciales: $470.07, Gastos de digitalización: $308.04, Gastos de archivo: $167.5"
545,64,209.09,Gastos de mensajería,434.78,Gastos de mensajería: $434.78
546,92,359.57,"Peritaje, Traducción de documentos",675.76,"Peritaje: $280.25, Traducción de documentos: $395.51"
547,15,212.23,"Gastos de correspondencia, Honorarios de testigos, Gastos de mediación",717.29,"Gastos de correspondencia: $220.53, Honorarios de testigos: $217.21, Gastos de mediación: $279.55"
548,81,151.18,Gastos de correspondencia,417.6,Gastos de correspondencia: $417.6
549,35,975.25,"Gastos de mensajería, Copias certificadas, Gastos de mediación, Notificaciones",971.33,"Gastos de mensajería: $209.34, Copias certificadas: $221.6, Gastos de mediación: $357.18, Notificaciones: $183.21"
550,93,198.3,"Notificaciones, Honorarios de testigos, Traducción de documentos, Gastos de investigación",779.09,"Notificaciones: $352.29, Honorarios de testigos: $142.48, Traducción de documentos: $82.87, Gastos de investigación: $201.45"
551,80,441.26,Gastos de investigación,111.88,Gastos de investigación: $111.88
552,36,878.15,"Copias certificadas, Peritaje, Gastos de conciliación, Gastos de digitalización, Honorarios de testigos",1374.41,"Copias certificadas: $442.01, Peritaje: $129.44, Gastos de conciliación: $490.0, Gastos de digitalización: $189.18, Honorarios de testigos: $123.78"
553,61,338.96,"Gastos de mediación, Gastos de conciliación",354.56,"Gastos de mediación: $214.49, Gastos de conciliación: $140.07"
554,59,227.5,"Traducción de documentos, Gastos de investigación, Honorarios de testigos, Gastos de digitalización",1197.45,"Traducción de documentos: $394.0, Gastos de investigación: $306.89, Honorarios de testigos: $325.0, Gastos de digitalización: $171.56"
555,15,974.1,"Honorarios de testigos, Copias certificadas, Tasas judiciales",1084.5,"Honorarios de testigos: $393.43, Copias certificadas: $498.54, Tasas judiciales: $192.53"
556,21,819.17,"Honorarios de testigos, Peritaje, Consultoría externa, Traducción de documentos, Gastos de mensajería",1431.92,"Honorarios de testigos: $433.18, Peritaje: $311.24, Consultoría externa: $433.44, Traducción de documentos: $189.93, Gastos de mensajería: $64.13"
557,49,254.26,"Copias certificadas, Gastos de digitalización, Honorarios de testigos, Consultoría externa, Peritaje",1997.77,"Copias certificadas: $362.15, Gastos de digitalización: $477.05, Honorarios de testigos: $381.56, Consultoría externa: $332.86, Peritaje: $444.15"
558,48,839.15,"Honorarios de testigos, Peritaje, Tasas judiciales, Gastos de mediación",1249.19,"Honorarios de testigos: $349.54, Peritaje: $89.61, Tasas judiciales: $358.76, Gastos de mediación: $451.28"
559,51,731.11,"Gastos de conciliación, Gastos de correspondencia, Gastos de mensajería",847.81,"Gastos de conciliación: $460.43, Gastos de correspondencia: $211.16, Gastos de mensajería: $176.22"
560,66,354.08,"Gastos de archivo, Desplazamientos, Gastos de mensajería",755.5799999999999,"Gastos de archivo: $407.45, Desplazamientos: $160.38, Gastos de mensajería: $187.75"
561,60,428.51,"Consultoría externa, Gastos de digitalización, Gastos de correspondencia, Notificaciones, Desplazamientos",1477.64,"Consultoría externa: $183.94, Gastos de digitalización: $245.48, Gastos de correspondencia: $482.13, Notificaciones: $352.22, Desplazamientos: $213.87"
562,64,521.01,"Honorarios de testigos, Gastos de investigación, Gastos de mensajería, Gastos de digitalización, Desplazamientos",872.24,"Honorarios de testigos: $59.31, Gastos de investigación: $95.3, Gastos de mensajería: $104.58, Gastos de digitalización: $448.68, Desplazamientos: $164.37"
563,37,616.15,"Gastos de mediación, Copias certificadas, Gastos de archivo",582.8,"Gastos de mediación: $245.78, Copias certificadas: $91.66, Gastos de archivo: $245.36"
564,33,701.59,"Tasas judiciales, Peritaje, Gastos de correspondencia",643.59,"Tasas judiciales: $303.65, Peritaje: $228.71, Gastos de correspondencia: $111.23"
565,18,842.71,"Gastos de mensajería, Copias certificadas, Traducción de documentos, Gastos de investigación",488.64,"Gastos de mensajería: $227.41, Copias certificadas: $75.55, Traducción de documentos: $109.26, Gastos de investigación: $76.42"
566,93,615.89,"Gastos de mensajería, Copias certificadas, Gastos de investigación, Gastos de conciliación, Gastos de archivo",1773.32,"Gastos de mensajería: $278.83, Copias certificadas: $289.02, Gastos de investigación: $476.48, Gastos de conciliación: $472.02, Gastos de archivo: $256.97"
567,36,773.61,"Gastos de archivo, Gastos de mensajería, Gastos de correspondencia, Desplazamientos",1309.24,"Gastos de archivo: $376.66, Gastos de mensajería: $201.26, Gastos de correspondencia: $409.3, Desplazamientos: $322.02"
568,84,273.74,"Gastos de digitalización, Tasas judiciales, Gastos de mediación",632.25,"Gastos de digitalización: $278.18, Tasas judiciales: $102.19, Gastos de mediación: $251.88"
569,95,865.01,"Tasas judiciales, Gastos de mediación",250.77,"Tasas judiciales: $97.91, Gastos de mediación: $152.86"
570,40,968.49,Notificaciones,145.97,Notificaciones: $145.97
571,90,834.13,"Tasas judiciales, Desplazamientos",329.95,"Tasas judiciales: $96.06, Desplazamientos: $233.89"
572,90,172.69,"Peritaje, Gastos de mensajería, Gastos de mediación",881.6800000000001,"Peritaje: $465.36, Gastos de mensajería: $201.36, Gastos de mediación: $214.96"
573,34,134.07,"Traducción de documentos, Gastos de correspondencia, Peritaje, Honorarios de testigos, Gastos de conciliación",1863.14,"Traducción de documentos: $471.98, Gastos de correspondencia: $368.31, Peritaje: $412.1, Honorarios de testigos: $289.35, Gastos de conciliación: $321.4"
574,42,952.64,"Gastos de archivo, Honorarios de testigos, Notificaciones",1366.13,"Gastos de archivo: $406.91, Honorarios de testigos: $469.43, Notificaciones: $489.79"
575,58,776.81,"Tasas judiciales, Gastos de conciliación, Gastos de mensajería, Notificaciones",799.73,"Tasas judiciales: $142.83, Gastos de conciliación: $144.59, Gastos de mensajería: $364.65, Notificaciones: $147.66"
576,63,967.05,"Gastos de mediación, Gastos de conciliación",358.15,"Gastos de mediación: $109.94, Gastos de conciliación: $248.21"
577,100,274.34,"Notificaciones, Traducción de documentos, Honorarios de testigos, Gastos de digitalización, Peritaje",1017.38,"Notificaciones: $55.36, Traducción de documentos: $220.71, Honorarios de testigos: $270.37, Gastos de digitalización: $390.47, Peritaje: $80.47"
578,37,972.63,"Desplazamientos, Gastos de archivo, Gastos de investigación, Gastos de correspondencia, Honorarios de testigos",1005.81,"Desplazamientos: $147.46, Gastos de archivo: $273.52, Gastos de investigación: $212.54, Gastos de correspondencia: $210.41, Honorarios de testigos: $161.88"
579,5,660.43,"Gastos de archivo, Consultoría externa, Copias certificadas, Traducción de documentos, Gastos de digitalización",1299.96,"Gastos de archivo: $253.93, Consultoría externa: $63.64, Copias certificadas: $414.45, Traducción de documentos: $494.66, Gastos de digitalización: $73.28"
580,64,900.18,"Traducción de documentos, Notificaciones",820.55,"Traducción de documentos: $325.54, Notificaciones: $495.01"
581,15,508.48,"Consultoría externa, Honorarios de testigos, Peritaje",1205.38,"Consultoría externa: $452.18, Honorarios de testigos: $395.24, Peritaje: $357.96"
582,52,255.54,"Gastos de investigación, Gastos de digitalización, Gastos de mediación, Peritaje, Consultoría externa",1056.21,"Gastos de investigación: $117.22, Gastos de digitalización: $294.85, Gastos de mediación: $58.34, Peritaje: $323.37, Consultoría externa: $262.43"
583,85,320.78,"Traducción de documentos, Gastos de digitalización, Notificaciones, Gastos de correspondencia",1410.67,"Traducción de documentos: $285.1, Gastos de digitalización: $430.37, Notificaciones: $488.97, Gastos de correspondencia: $206.23"
584,94,395.07,"Gastos de archivo, Desplazamientos, Gastos de conciliación",306.49,"Gastos de archivo: $67.01, Desplazamientos: $155.56, Gastos de conciliación: $83.92"
585,84,942.35,"Gastos de mediación, Tasas judiciales, Honorarios de testigos, Traducción de documentos, Gastos de digitalización",862.45,"Gastos de mediación: $212.35, Tasas judiciales: $405.3, Honorarios de testigos: $63.3, Traducción de documentos: $125.31, Gastos de digitalización: $56.19"
586,12,945.06,Gastos de correspondencia,322.25,Gastos de correspondencia: $322.25
587,6,939.48,"Gastos de conciliación, Gastos de mediación",651.92,"Gastos de conciliación: $175.85, Gastos de mediación: $476.07"
588,70,954.54,"Tasas judiciales, Gastos de investigación, Honorarios de testigos, Consultoría externa",1130.21,"Tasas judiciales: $365.3, Gastos de investigación: $268.07, Honorarios de testigos: $203.3, Consultoría externa: $293.54"
589,48,367.01,Gastos de mensajería,200.87,Gastos de mensajería: $200.87
590,61,215.14,"Desplazamientos, Gastos de correspondencia",684.6300000000001,"Desplazamientos: $329.91, Gastos de correspondencia: $354.72"
591,59,359.23,Consultoría externa,460.07,Consultoría externa: $460.07
592,10,141.39,"Gastos de conciliación, Copias certificadas, Gastos de investigación",889.27,"Gastos de conciliación: $299.05, Copias certificadas: $394.44, Gastos de investigación: $195.78"
593,38,274.04,"Traducción de documentos, Tasas judiciales",611.89,"Traducción de documentos: $444.53, Tasas judiciales: $167.36"
594,30,439.89,"Traducción de documentos, Desplazamientos, Gastos de conciliación",1310.33,"Traducción de documentos: $445.47, Desplazamientos: $476.39, Gastos de conciliación: $388.47"
595,9,383.2,"Gastos de investigación, Gastos de mediación, Desplazamientos, Gastos de archivo, Consultoría externa",1821.8400000000001,"Gastos de investigación: $381.1, Gastos de mediación: $439.2, Desplazamientos: $363.41, Gastos de archivo: $426.17, Consultoría externa: $211.96"
596,14,829.94,Peritaje,227.88,Peritaje: $227.88
597,87,385.33,"Gastos de mensajería, Traducción de documentos, Consultoría externa, Tasas judiciales",1252.6,"Gastos de mensajería: $331.17, Traducción de documentos: $343.9, Consultoría externa: $252.51, Tasas judiciales: $325.02"
598,11,291.48,Notificaciones,175.43,Notificaciones: $175.43
599,60,332.81,"Honorarios de testigos, Gastos de investigación, Gastos de digitalización",1285.03,"Honorarios de testigos: $318.94, Gastos de investigación: $499.25, Gastos de digitalización: $466.84"
600,61,854.2,"Peritaje, Gastos de mensajería, Tasas judiciales, Gastos de correspondencia, Gastos de digitalización",1156.66,"Peritaje: $67.67, Gastos de mensajería: $332.72, Tasas judiciales: $140.41, Gastos de correspondencia: $205.05, Gastos de digitalización: $410.81"
601,79,298.52,"Gastos de correspondencia, Gastos de mediación, Gastos de archivo, Notificaciones",1687.0,"Gastos de correspondencia: $390.58, Gastos de mediación: $425.16, Gastos de archivo: $398.05, Notificaciones: $473.21"
602,97,206.03,"Tasas judiciales, Copias certificadas",883.0899999999999,"Tasas judiciales: $483.75, Copias certificadas: $399.34"
603,66,104.37,Notificaciones,433.69,Notificaciones: $433.69
604,48,117.75,"Gastos de digitalización, Gastos de archivo, Honorarios de testigos, Gastos de correspondencia, Traducción de documentos",944.34,"Gastos de digitalización: $215.33, Gastos de archivo: $113.84, Honorarios de testigos: $187.22, Gastos de correspondencia: $203.19, Traducción de documentos: $224.76"
605,97,728.01,"Gastos de correspondencia, Tasas judiciales, Gastos de conciliación",847.8199999999999,"Gastos de correspondencia: $291.96, Tasas judiciales: $233.27, Gastos de conciliación: $322.59"
606,30,212.51,"Traducción de documentos, Gastos de digitalización, Copias certificadas",996.78,"Traducción de documentos: $419.82, Gastos de digitalización: $232.55, Copias certificadas: $344.41"
607,60,139.16,"Gastos de mensajería, Gastos de archivo, Gastos de investigación, Gastos de digitalización, Tasas judiciales",1604.85,"Gastos de mensajería: $439.58, Gastos de archivo: $411.22, Gastos de investigación: $417.37, Gastos de digitalización: $62.43, Tasas judiciales: $274.25"
